TF,Target
Zm00001d026271,Zm00001d007609
Zm00001d011527,Zm00001d048561
Zm00001d007768,Zm00001d048394
Zm00001d028269,Zm00001d022134
Zm00001d033965,Zm00001d025722
Zm00001d043915,Zm00001d040988
Zm00001d030191,Zm00001d033898
Zm00001d043474,Zm00001d007274
Zm00001d039245,Zm00001d036650
Zm00001d004512,Zm00001d006168
Zm00001d040536,Zm00001d015400
Zm00001d025664,Zm00001d041920
Zm00001d036494,Zm00001d052803
Zm00001d012688,Zm00001d024539
Zm00001d004744,Zm00001d050178
Zm00001d023955,Zm00001d051403
Zm00001d016907,Zm00001d033364
Zm00001d041866,Zm00001d031866
Zm00001d038191,Zm00001d038933
Zm00001d016052,Zm00001d041920
Zm00001d038023,Zm00001d008799
Zm00001d020939,Zm00001d044860
Zm00001d024324,Zm00001d008812
Zm00001d043937,Zm00001d050992
Zm00001d014377,Zm00001d009248
Zm00001d028372,Zm00001d039162
Zm00001d034751,Zm00001d014073
Zm00001d017462,Zm00001d007015
Zm00001d037274,Zm00001d020355
Zm00001d030518,Zm00001d021830
Zm00001d020460,Zm00001d003905
Zm00001d008602,Zm00001d050436
Zm00001d018930,Zm00001d002490
Zm00001d009017,Zm00001d041098
Zm00001d031487,Zm00001d032471
Zm00001d028974,Zm00001d047663
Zm00001d017778,Zm00001d044076
Zm00001d053749,Zm00001d038477
Zm00001d002364,Zm00001d008911
Zm00001d031759,Zm00001d021976
Zm00001d051458,Zm00001d009596
Zm00001d016737,Zm00001d039046
Zm00001d042588,Zm00001d042809
Zm00001d049295,Zm00001d035747
Zm00001d052288,Zm00001d015485
Zm00001d028984,Zm00001d030690
Zm00001d001952,Zm00001d049552
Zm00001d016255,Zm00001d007411
Zm00001d043696,Zm00001d051881
Zm00001d031725,Zm00001d037095
Zm00001d053195,Zm00001d043830
Zm00001d042305,Zm00001d018567
Zm00001d029287,Zm00001d050190
Zm00001d043402,Zm00001d045496
Zm00001d043904,Zm00001d021321
Zm00001d033898,Zm00001d018080
Zm00001d038585,Zm00001d014412
Zm00001d034730,Zm00001d016606
Zm00001d048647,Zm00001d042863
Zm00001d033093,Zm00001d052403
Zm00001d041958,Zm00001d027599
Zm00001d003168,Zm00001d033147
Zm00001d001837,Zm00001d011222
Zm00001d043696,Zm00001d019515
Zm00001d014405,Zm00001d035400
Zm00001d039266,Zm00001d039214
Zm00001d008882,Zm00001d011225
Zm00001d052125,Zm00001d031465
Zm00001d036298,Zm00001d037095
Zm00001d035512,Zm00001d042281
Zm00001d012746,Zm00001d047269
Zm00001d052087,Zm00001d016311
Zm00001d053151,Zm00001d047939
Zm00001d015226,Zm00001d039316
Zm00001d043474,Zm00001d011710
Zm00001d008225,Zm00001d046506
Zm00001d002829,Zm00001d040775
Zm00001d019207,Zm00001d034783
Zm00001d011560,Zm00001d009562
Zm00001d024376,Zm00001d009247
Zm00001d015515,Zm00001d035865
Zm00001d015990,Zm00001d043347
Zm00001d008225,Zm00001d021877
Zm00001d023659,Zm00001d008856
Zm00001d042609,Zm00001d002644
Zm00001d043062,Zm00001d042056
Zm00001d043915,Zm00001d039808
Zm00001d011527,Zm00001d047621
Zm00001d051573,Zm00001d033680
Zm00001d036726,Zm00001d006016
Zm00001d051573,Zm00001d021599
Zm00001d008919,Zm00001d002860
Zm00001d018225,Zm00001d020772
Zm00001d026240,Zm00001d039495
Zm00001d005798,Zm00001d028293
Zm00001d025896,Zm00001d002069
Zm00001d003601,Zm00001d002650
Zm00001d028017,Zm00001d050831
Zm00001d007311,Zm00001d025338
Zm00001d037274,Zm00001d033303
Zm00001d047519,Zm00001d003107
Zm00001d048412,Zm00001d018634
Zm00001d013258,Zm00001d042641
Zm00001d018930,Zm00001d010462
Zm00001d013357,Zm00001d034191
Zm00001d037737,Zm00001d037384
Zm00001d041866,Zm00001d020487
Zm00001d039694,Zm00001d027387
Zm00001d031487,Zm00001d019681
Zm00001d011639,Zm00001d030858
Zm00001d028269,Zm00001d029968
Zm00001d015515,Zm00001d052478
Zm00001d004512,Zm00001d028921
Zm00001d017986,Zm00001d052948
Zm00001d031487,Zm00001d040320
Zm00001d012260,Zm00001d018525
Zm00001d011985,Zm00001d004698
Zm00001d036494,Zm00001d029173
Zm00001d039324,Zm00001d020909
Zm00001d047554,Zm00001d047290
Zm00001d010676,Zm00001d052903
Zm00001d024324,Zm00001d014412
Zm00001d033870,Zm00001d020424
Zm00001d011133,Zm00001d041381
Zm00001d031487,Zm00001d005958
Zm00001d022628,Zm00001d026387
Zm00001d026240,Zm00001d033600
Zm00001d012482,Zm00001d016902
Zm00001d015990,Zm00001d048501
Zm00001d020384,Zm00001d019541
Zm00001d011560,Zm00001d006472
Zm00001d012379,Zm00001d021065
Zm00001d051439,Zm00001d039513
Zm00001d043378,Zm00001d022551
Zm00001d028974,Zm00001d028620
Zm00001d024376,Zm00001d053181
Zm00001d038585,Zm00001d013210
Zm00001d020837,Zm00001d038442
Zm00001d031796,Zm00001d047535
Zm00001d047519,Zm00001d018696
Zm00001d003331,Zm00001d010304
Zm00001d032194,Zm00001d039716
Zm00001d033246,Zm00001d033945
Zm00001d043915,Zm00001d029134
Zm00001d051879,Zm00001d017574
Zm00001d026017,Zm00001d031569
Zm00001d043696,Zm00001d004551
Zm00001d025944,Zm00001d042217
Zm00001d038355,Zm00001d003559
Zm00001d015549,Zm00001d023241
Zm00001d053749,Zm00001d042535
Zm00001d028361,Zm00001d049258
Zm00001d032295,Zm00001d016655
Zm00001d010907,Zm00001d052318
Zm00001d028265,Zm00001d024305
Zm00001d012749,Zm00001d025715
Zm00001d031522,Zm00001d002091
Zm00001d001837,Zm00001d029455
Zm00001d043474,Zm00001d021418
Zm00001d041444,Zm00001d015777
Zm00001d025033,Zm00001d043446
Zm00001d031182,Zm00001d044812
Zm00001d020939,Zm00001d006430
Zm00001d043378,Zm00001d007226
Zm00001d003412,Zm00001d050082
Zm00001d053707,Zm00001d025842
Zm00001d045112,Zm00001d039625
Zm00001d033898,Zm00001d017727
Zm00001d025953,Zm00001d027844
Zm00001d050664,Zm00001d050907
Zm00001d050247,Zm00001d045092
Zm00001d032999,Zm00001d032264
Zm00001d046568,Zm00001d032615
Zm00001d033859,Zm00001d036426
Zm00001d043706,Zm00001d038766
Zm00001d045398,Zm00001d042388
Zm00001d035266,Zm00001d042853
Zm00001d041866,Zm00001d023312
Zm00001d013307,Zm00001d020561
Zm00001d033005,Zm00001d003757
Zm00001d037737,Zm00001d002006
Zm00001d021748,Zm00001d035408
Zm00001d027846,Zm00001d025362
Zm00001d012553,Zm00001d013645
Zm00001d037461,Zm00001d046929
Zm00001d050404,Zm00001d040803
Zm00001d024784,Zm00001d006180
Zm00001d017986,Zm00001d047673
Zm00001d045112,Zm00001d038092
Zm00001d039913,Zm00001d015319
Zm00001d021591,Zm00001d048178
Zm00001d010638,Zm00001d034131
Zm00001d024547,Zm00001d033510
Zm00001d050664,Zm00001d028669
Zm00001d042588,Zm00001d039318
Zm00001d010399,Zm00001d019734
Zm00001d036768,Zm00001d043932
Zm00001d043696,Zm00001d031269
Zm00001d007962,Zm00001d032955
Zm00001d049889,Zm00001d029062
Zm00001d042717,Zm00001d048294
Zm00001d008251,Zm00001d044434
Zm00001d048046,Zm00001d028417
Zm00001d028269,Zm00001d050193
Zm00001d043687,Zm00001d029604
Zm00001d011597,Zm00001d052144
Zm00001d022295,Zm00001d012350
Zm00001d024324,Zm00001d043702
Zm00001d043474,Zm00001d003182
Zm00001d031109,Zm00001d022524
Zm00001d047519,Zm00001d043516
Zm00001d047309,Zm00001d022513
Zm00001d032194,Zm00001d025340
Zm00001d026351,Zm00001d049042
Zm00001d006463,Zm00001d014952
Zm00001d026088,Zm00001d048019
Zm00001d031009,Zm00001d044552
Zm00001d031725,Zm00001d014613
Zm00001d027510,Zm00001d045434
Zm00001d025757,Zm00001d031522
Zm00001d006463,Zm00001d020275
Zm00001d052288,Zm00001d014204
Zm00001d036726,Zm00001d038023
Zm00001d014377,Zm00001d012238
Zm00001d015990,Zm00001d051241
Zm00001d022550,Zm00001d032663
Zm00001d004086,Zm00001d021995
Zm00001d028974,Zm00001d026652
Zm00001d013357,Zm00001d051785
Zm00001d051216,Zm00001d029438
Zm00001d051632,Zm00001d011518
Zm00001d047976,Zm00001d028361
Zm00001d047519,Zm00001d014366
Zm00001d034730,Zm00001d011140
Zm00001d037274,Zm00001d021635
Zm00001d051700,Zm00001d002079
Zm00001d039764,Zm00001d051525
Zm00001d030069,Zm00001d048453
Zm00001d011692,Zm00001d017872
Zm00001d051700,Zm00001d052605
Zm00001d024324,Zm00001d003669
Zm00001d018930,Zm00001d043336
Zm00001d014405,Zm00001d002346
Zm00001d020804,Zm00001d031801
Zm00001d030028,Zm00001d032120
Zm00001d003412,Zm00001d044122
Zm00001d053707,Zm00001d029447
Zm00001d015614,Zm00001d040682
Zm00001d034730,Zm00001d028543
Zm00001d024547,Zm00001d046835
Zm00001d015614,Zm00001d029777
Zm00001d048082,Zm00001d043420
Zm00001d043706,Zm00001d017615
Zm00001d002618,Zm00001d034787
Zm00001d027846,Zm00001d038125
Zm00001d013625,Zm00001d033890
Zm00001d016907,Zm00001d035361
Zm00001d002829,Zm00001d012165
Zm00001d005892,Zm00001d013109
Zm00001d002744,Zm00001d031725
Zm00001d036790,Zm00001d038796
Zm00001d028625,Zm00001d012666
Zm00001d017409,Zm00001d043018
Zm00001d031009,Zm00001d032224
Zm00001d015118,Zm00001d026653
Zm00001d037165,Zm00001d009566
Zm00001d024041,Zm00001d041823
Zm00001d024324,Zm00001d033475
Zm00001d042305,Zm00001d029757
Zm00001d040527,Zm00001d049742
Zm00001d015990,Zm00001d047074
Zm00001d018829,Zm00001d032932
Zm00001d031009,Zm00001d017566
Zm00001d031992,Zm00001d049443
Zm00001d054080,Zm00001d042366
Zm00001d017391,Zm00001d045082
Zm00001d015614,Zm00001d017615
Zm00001d015639,Zm00001d037329
Zm00001d015639,Zm00001d044431
Zm00001d031620,Zm00001d046210
Zm00001d013258,Zm00001d007254
Zm00001d006094,Zm00001d046210
Zm00001d037274,Zm00001d032667
Zm00001d036768,Zm00001d036543
Zm00001d013003,Zm00001d040621
Zm00001d033291,Zm00001d013431
Zm00001d037737,Zm00001d002796
Zm00001d020137,Zm00001d013097
Zm00001d028216,Zm00001d033976
Zm00001d029287,Zm00001d036441
Zm00001d023316,Zm00001d015362
Zm00001d044216,Zm00001d007661
Zm00001d015639,Zm00001d050436
Zm00001d051573,Zm00001d020460
Zm00001d032999,Zm00001d028679
Zm00001d031796,Zm00001d052458
Zm00001d029287,Zm00001d032046
Zm00001d017366,Zm00001d031423
Zm00001d035323,Zm00001d026254
Zm00001d012746,Zm00001d024213
Zm00001d050310,Zm00001d026377
Zm00001d031522,Zm00001d050584
Zm00001d032923,Zm00001d050119
Zm00001d045026,Zm00001d039343
Zm00001d018930,Zm00001d008295
Zm00001d005888,Zm00001d038552
Zm00001d028269,Zm00001d033128
Zm00001d017383,Zm00001d049561
Zm00001d039266,Zm00001d021588
Zm00001d020941,Zm00001d045355
Zm00001d020267,Zm00001d014667
Zm00001d034751,Zm00001d048556
Zm00001d041740,Zm00001d043950
Zm00001d015614,Zm00001d038436
Zm00001d028625,Zm00001d049742
Zm00001d017592,Zm00001d018819
Zm00001d014377,Zm00001d021304
Zm00001d050781,Zm00001d028748
Zm00001d028361,Zm00001d043116
Zm00001d021236,Zm00001d024587
Zm00001d017350,Zm00001d029777
Zm00001d038584,Zm00001d026563
Zm00001d012703,Zm00001d021329
Zm00001d009939,Zm00001d025831
Zm00001d008528,Zm00001d028074
Zm00001d028265,Zm00001d007886
Zm00001d045044,Zm00001d009850
Zm00001d019712,Zm00001d043178
Zm00001d038843,Zm00001d012909
Zm00001d001945,Zm00001d036840
Zm00001d034503,Zm00001d014112
Zm00001d030069,Zm00001d035774
Zm00001d002079,Zm00001d020947
Zm00001d006463,Zm00001d031278
Zm00001d011527,Zm00001d033564
Zm00001d052112,Zm00001d029675
Zm00001d024041,Zm00001d047587
Zm00001d043915,Zm00001d049076
Zm00001d019216,Zm00001d048506
Zm00001d039002,Zm00001d043294
Zm00001d043204,Zm00001d049491
Zm00001d035605,Zm00001d032079
Zm00001d043205,Zm00001d038990
Zm00001d052288,Zm00001d033999
Zm00001d017480,Zm00001d020840
Zm00001d012749,Zm00001d016483
Zm00001d052125,Zm00001d010066
Zm00001d050247,Zm00001d052190
Zm00001d031759,Zm00001d050340
Zm00001d050310,Zm00001d008968
Zm00001d005888,Zm00001d013571
Zm00001d046974,Zm00001d053888
Zm00001d032681,Zm00001d042091
Zm00001d028930,Zm00001d017622
Zm00001d029287,Zm00001d028802
Zm00001d002762,Zm00001d043043
Zm00001d015226,Zm00001d014122
Zm00001d005970,Zm00001d034863
Zm00001d047519,Zm00001d042480
Zm00001d030069,Zm00001d053856
Zm00001d036726,Zm00001d045785
Zm00001d043474,Zm00001d023953
Zm00001d020492,Zm00001d006295
Zm00001d020939,Zm00001d024305
Zm00001d037461,Zm00001d032689
Zm00001d018930,Zm00001d037290
Zm00001d053195,Zm00001d034482
Zm00001d050781,Zm00001d041647
Zm00001d032681,Zm00001d002650
Zm00001d015515,Zm00001d028416
Zm00001d052365,Zm00001d025467
Zm00001d012527,Zm00001d046852
Zm00001d029287,Zm00001d030083
Zm00001d046568,Zm00001d033366
Zm00001d028139,Zm00001d051736
Zm00001d020804,Zm00001d046766
Zm00001d020941,Zm00001d024831
Zm00001d036494,Zm00001d045472
Zm00001d013895,Zm00001d007331
Zm00001d041935,Zm00001d016460
Zm00001d021268,Zm00001d029688
Zm00001d015614,Zm00001d028391
Zm00001d042287,Zm00001d042639
Zm00001d032999,Zm00001d038599
Zm00001d048647,Zm00001d018149
Zm00001d022227,Zm00001d048061
Zm00001d045026,Zm00001d029333
Zm00001d042910,Zm00001d032575
Zm00001d046974,Zm00001d032867
Zm00001d016052,Zm00001d006509
Zm00001d044330,Zm00001d050440
Zm00001d018416,Zm00001d040666
Zm00001d045212,Zm00001d022302
Zm00001d036768,Zm00001d021628
Zm00001d047579,Zm00001d020136
Zm00001d031182,Zm00001d037695
Zm00001d017591,Zm00001d051468
Zm00001d031759,Zm00001d052058
Zm00001d042315,Zm00001d003003
Zm00001d037737,Zm00001d017445
Zm00001d053819,Zm00001d048682
Zm00001d032681,Zm00001d015837
Zm00001d044081,Zm00001d012294
Zm00001d050664,Zm00001d046761
Zm00001d041740,Zm00001d046949
Zm00001d042665,Zm00001d011985
Zm00001d049165,Zm00001d034129
Zm00001d033291,Zm00001d032775
Zm00001d019207,Zm00001d052533
Zm00001d048391,Zm00001d039099
Zm00001d015614,Zm00001d012505
Zm00001d012482,Zm00001d039799
Zm00001d048208,Zm00001d006330
Zm00001d042686,Zm00001d029540
Zm00001d052365,Zm00001d002609
Zm00001d028217,Zm00001d051700
Zm00001d003414,Zm00001d015010
Zm00001d004512,Zm00001d047747
Zm00001d024784,Zm00001d032715
Zm00001d002405,Zm00001d005315
Zm00001d041580,Zm00001d019093
Zm00001d018530,Zm00001d008878
Zm00001d021591,Zm00001d025917
Zm00001d033898,Zm00001d021703
Zm00001d033378,Zm00001d044812
Zm00001d048412,Zm00001d022240
Zm00001d022525,Zm00001d049610
Zm00001d047081,Zm00001d044083
Zm00001d018930,Zm00001d021610
Zm00001d014286,Zm00001d050316
Zm00001d036494,Zm00001d012052
Zm00001d051216,Zm00001d053369
Zm00001d039694,Zm00001d024830
Zm00001d049295,Zm00001d046453
Zm00001d050023,Zm00001d053613
Zm00001d043706,Zm00001d018350
Zm00001d040554,Zm00001d034782
Zm00001d033267,Zm00001d024621
Zm00001d038023,Zm00001d013220
Zm00001d012527,Zm00001d002856
Zm00001d010399,Zm00001d013324
Zm00001d009103,Zm00001d018337
Zm00001d009802,Zm00001d032606
Zm00001d009562,Zm00001d015209
Zm00001d053749,Zm00001d019111
Zm00001d011133,Zm00001d036925
Zm00001d051879,Zm00001d037246
Zm00001d041853,Zm00001d053055
Zm00001d034730,Zm00001d052308
Zm00001d024324,Zm00001d015767
Zm00001d030069,Zm00001d018214
Zm00001d015381,Zm00001d021386
Zm00001d034047,Zm00001d046642
Zm00001d037274,Zm00001d008800
Zm00001d052905,Zm00001d050488
Zm00001d052317,Zm00001d029764
Zm00001d034163,Zm00001d021285
Zm00001d021236,Zm00001d028423
Zm00001d033870,Zm00001d010564
Zm00001d008225,Zm00001d033928
Zm00001d012916,Zm00001d036629
Zm00001d018530,Zm00001d026121
Zm00001d018941,Zm00001d017399
Zm00001d022525,Zm00001d011331
Zm00001d034730,Zm00001d033984
Zm00001d029875,Zm00001d017000
Zm00001d001879,Zm00001d032435
Zm00001d043402,Zm00001d005978
Zm00001d009103,Zm00001d013053
Zm00001d034601,Zm00001d019207
Zm00001d043474,Zm00001d036671
Zm00001d022227,Zm00001d003228
Zm00001d028304,Zm00001d052371
Zm00001d033379,Zm00001d006165
Zm00001d015515,Zm00001d017279
Zm00001d049364,Zm00001d026053
Zm00001d020804,Zm00001d013612
Zm00001d048391,Zm00001d013440
Zm00001d033566,Zm00001d001941
Zm00001d042910,Zm00001d016397
Zm00001d048046,Zm00001d045195
Zm00001d011597,Zm00001d038894
Zm00001d050664,Zm00001d050496
Zm00001d012585,Zm00001d018106
Zm00001d002762,Zm00001d043752
Zm00001d006195,Zm00001d003457
Zm00001d006091,Zm00001d005945
Zm00001d031064,Zm00001d005241
Zm00001d020492,Zm00001d037354
Zm00001d033005,Zm00001d037666
Zm00001d034160,Zm00001d012968
Zm00001d017726,Zm00001d033675
Zm00001d020941,Zm00001d010958
Zm00001d053124,Zm00001d008230
Zm00001d053749,Zm00001d019279
Zm00001d026191,Zm00001d017615
Zm00001d026252,Zm00001d045478
Zm00001d020267,Zm00001d048316
Zm00001d018967,Zm00001d018567
Zm00001d020492,Zm00001d005727
Zm00001d043474,Zm00001d020100
Zm00001d017575,Zm00001d011985
Zm00001d015639,Zm00001d006489
Zm00001d013895,Zm00001d021976
Zm00001d043474,Zm00001d039146
Zm00001d011669,Zm00001d041958
Zm00001d018260,Zm00001d028947
Zm00001d008968,Zm00001d046921
Zm00001d029711,Zm00001d043929
Zm00001d032265,Zm00001d001907
Zm00001d027852,Zm00001d012578
Zm00001d013547,Zm00001d003896
Zm00001d027852,Zm00001d017454
Zm00001d037461,Zm00001d020799
Zm00001d052288,Zm00001d028889
Zm00001d053020,Zm00001d014757
Zm00001d013547,Zm00001d012810
Zm00001d012585,Zm00001d043390
Zm00001d041866,Zm00001d048987
Zm00001d043569,Zm00001d018803
Zm00001d039006,Zm00001d024819
Zm00001d003064,Zm00001d045644
Zm00001d044081,Zm00001d045098
Zm00001d036494,Zm00001d049230
Zm00001d023465,Zm00001d005185
Zm00001d009013,Zm00001d027265
Zm00001d012688,Zm00001d027354
Zm00001d025964,Zm00001d026072
Zm00001d038221,Zm00001d013099
Zm00001d044216,Zm00001d015776
Zm00001d011560,Zm00001d031782
Zm00001d002364,Zm00001d011571
Zm00001d002364,Zm00001d051302
Zm00001d024324,Zm00001d026597
Zm00001d050247,Zm00001d046314
Zm00001d017778,Zm00001d003186
Zm00001d042910,Zm00001d046323
Zm00001d052288,Zm00001d017247
Zm00001d012482,Zm00001d005875
Zm00001d051216,Zm00001d004848
Zm00001d029884,Zm00001d043929
Zm00001d024644,Zm00001d034254
Zm00001d001879,Zm00001d027317
Zm00001d043915,Zm00001d004925
Zm00001d003836,Zm00001d010834
Zm00001d011597,Zm00001d039432
Zm00001d031673,Zm00001d012069
Zm00001d038087,Zm00001d002510
Zm00001d043706,Zm00001d012505
Zm00001d009562,Zm00001d046630
Zm00001d043706,Zm00001d013638
Zm00001d017592,Zm00001d017699
Zm00001d018416,Zm00001d011569
Zm00001d012585,Zm00001d004848
Zm00001d029287,Zm00001d031278
Zm00001d023565,Zm00001d036441
Zm00001d011560,Zm00001d042793
Zm00001d015990,Zm00001d033912
Zm00001d008612,Zm00001d028670
Zm00001d009939,Zm00001d030148
Zm00001d040527,Zm00001d002796
Zm00001d043205,Zm00001d008573
Zm00001d039324,Zm00001d029988
Zm00001d054080,Zm00001d050368
Zm00001d033267,Zm00001d024866
Zm00001d052288,Zm00001d028039
Zm00001d035266,Zm00001d009097
Zm00001d015226,Zm00001d039575
Zm00001d004744,Zm00001d044802
Zm00001d043915,Zm00001d033954
Zm00001d024324,Zm00001d017983
Zm00001d018698,Zm00001d026067
Zm00001d018530,Zm00001d032503
Zm00001d052738,Zm00001d032264
Zm00001d027852,Zm00001d048082
Zm00001d028216,Zm00001d036426
Zm00001d010227,Zm00001d021979
Zm00001d042267,Zm00001d044510
Zm00001d047519,Zm00001d012957
Zm00001d005798,Zm00001d002302
Zm00001d031109,Zm00001d021329
Zm00001d009013,Zm00001d026446
Zm00001d020939,Zm00001d028269
Zm00001d033246,Zm00001d034882
Zm00001d016052,Zm00001d035035
Zm00001d050664,Zm00001d003372
Zm00001d016907,Zm00001d020936
Zm00001d020826,Zm00001d049764
Zm00001d044330,Zm00001d025304
Zm00001d015421,Zm00001d049766
Zm00001d037461,Zm00001d022421
Zm00001d011692,Zm00001d005047
Zm00001d013895,Zm00001d052058
Zm00001d050664,Zm00001d037920
Zm00001d043569,Zm00001d016561
Zm00001d050247,Zm00001d001865
Zm00001d028265,Zm00001d034013
Zm00001d040455,Zm00001d009196
Zm00001d043915,Zm00001d024601
Zm00001d013258,Zm00001d029499
Zm00001d036632,Zm00001d012269
Zm00001d049364,Zm00001d035306
Zm00001d032265,Zm00001d039944
Zm00001d031009,Zm00001d034033
Zm00001d005100,Zm00001d028218
Zm00001d017592,Zm00001d012641
Zm00001d008198,Zm00001d033951
Zm00001d043687,Zm00001d040297
Zm00001d025757,Zm00001d012260
Zm00001d020941,Zm00001d021927
Zm00001d043696,Zm00001d031640
Zm00001d012746,Zm00001d038274
Zm00001d036768,Zm00001d047937
Zm00001d012482,Zm00001d012633
Zm00001d039324,Zm00001d041536
Zm00001d034751,Zm00001d006247
Zm00001d009017,Zm00001d045956
Zm00001d028017,Zm00001d028406
Zm00001d015118,Zm00001d013334
Zm00001d042315,Zm00001d047888
Zm00001d052288,Zm00001d023692
Zm00001d037274,Zm00001d019449
Zm00001d014377,Zm00001d020969
Zm00001d005892,Zm00001d002364
Zm00001d030028,Zm00001d053181
Zm00001d050781,Zm00001d025461
Zm00001d042588,Zm00001d038332
Zm00001d015614,Zm00001d035306
Zm00001d029875,Zm00001d034137
Zm00001d041781,Zm00001d048312
Zm00001d045044,Zm00001d033544
Zm00001d038585,Zm00001d031273
Zm00001d009017,Zm00001d021291
Zm00001d024324,Zm00001d043205
Zm00001d020941,Zm00001d038513
Zm00001d031796,Zm00001d015100
Zm00001d034503,Zm00001d013307
Zm00001d033566,Zm00001d021822
Zm00001d037461,Zm00001d047044
Zm00001d005692,Zm00001d044153
Zm00001d048647,Zm00001d034427
Zm00001d023316,Zm00001d002553
Zm00001d017592,Zm00001d016438
Zm00001d037786,Zm00001d022169
Zm00001d045044,Zm00001d018521
Zm00001d024324,Zm00001d037632
Zm00001d005208,Zm00001d036787
Zm00001d039371,Zm00001d042325
Zm00001d031487,Zm00001d023838
Zm00001d052288,Zm00001d036624
Zm00001d003884,Zm00001d011413
Zm00001d031796,Zm00001d052252
Zm00001d041866,Zm00001d015338
Zm00001d008602,Zm00001d038003
Zm00001d031451,Zm00001d052256
Zm00001d040611,Zm00001d012015
Zm00001d052229,Zm00001d019142
Zm00001d020137,Zm00001d029028
Zm00001d048046,Zm00001d018303
Zm00001d049364,Zm00001d017551
Zm00001d050664,Zm00001d034013
Zm00001d047017,Zm00001d005177
Zm00001d017462,Zm00001d046961
Zm00001d002762,Zm00001d038887
Zm00001d013895,Zm00001d010116
Zm00001d044988,Zm00001d034032
Zm00001d031796,Zm00001d034109
Zm00001d038801,Zm00001d002063
Zm00001d020939,Zm00001d028417
Zm00001d033325,Zm00001d037338
Zm00001d034751,Zm00001d020910
Zm00001d017986,Zm00001d017045
Zm00001d005892,Zm00001d012585
Zm00001d028919,Zm00001d010723
Zm00001d014132,Zm00001d004784
Zm00001d040423,Zm00001d012957
Zm00001d042721,Zm00001d012273
Zm00001d031109,Zm00001d035436
Zm00001d049165,Zm00001d018788
Zm00001d043474,Zm00001d007830
Zm00001d026094,Zm00001d028630
Zm00001d006165,Zm00001d036671
Zm00001d039245,Zm00001d016083
Zm00001d023565,Zm00001d048391
Zm00001d049913,Zm00001d045215
Zm00001d043706,Zm00001d014667
Zm00001d015990,Zm00001d020367
Zm00001d047519,Zm00001d015118
Zm00001d002829,Zm00001d053587
Zm00001d017986,Zm00001d017423
Zm00001d042609,Zm00001d029983
Zm00001d015243,Zm00001d016000
Zm00001d009017,Zm00001d043129
Zm00001d015421,Zm00001d020926
Zm00001d037737,Zm00001d040730
Zm00001d028984,Zm00001d033584
Zm00001d015515,Zm00001d034781
Zm00001d024376,Zm00001d026318
Zm00001d043696,Zm00001d016935
Zm00001d027846,Zm00001d021672
Zm00001d002731,Zm00001d047421
Zm00001d004512,Zm00001d045274
Zm00001d014286,Zm00001d039189
Zm00001d043569,Zm00001d046803
Zm00001d025033,Zm00001d025891
Zm00001d015515,Zm00001d021839
Zm00001d005100,Zm00001d018303
Zm00001d038585,Zm00001d038448
Zm00001d015614,Zm00001d031880
Zm00001d041445,Zm00001d025170
Zm00001d052152,Zm00001d007830
Zm00001d007962,Zm00001d023953
Zm00001d040090,Zm00001d037140
Zm00001d047356,Zm00001d037497
Zm00001d036768,Zm00001d003669
Zm00001d034503,Zm00001d014848
Zm00001d017742,Zm00001d008980
Zm00001d052133,Zm00001d015342
Zm00001d009939,Zm00001d034217
Zm00001d016052,Zm00001d033222
Zm00001d039006,Zm00001d031502
Zm00001d031009,Zm00001d042302
Zm00001d052288,Zm00001d046358
Zm00001d023669,Zm00001d045644
Zm00001d031796,Zm00001d021205
Zm00001d010201,Zm00001d021882
Zm00001d047209,Zm00001d018462
Zm00001d042609,Zm00001d010800
Zm00001d042910,Zm00001d045217
Zm00001d020837,Zm00001d029806
Zm00001d046632,Zm00001d032433
Zm00001d024644,Zm00001d049135
Zm00001d002731,Zm00001d052819
Zm00001d052133,Zm00001d030837
Zm00001d015639,Zm00001d019216
Zm00001d038585,Zm00001d043128
Zm00001d005970,Zm00001d044918
Zm00001d002799,Zm00001d050055
Zm00001d020837,Zm00001d043116
Zm00001d017614,Zm00001d046210
Zm00001d015990,Zm00001d027677
Zm00001d052125,Zm00001d052819
Zm00001d008882,Zm00001d029461
Zm00001d011133,Zm00001d029371
Zm00001d032923,Zm00001d006389
Zm00001d023565,Zm00001d043973
Zm00001d053124,Zm00001d026405
Zm00001d003176,Zm00001d023510
Zm00001d010399,Zm00001d002592
Zm00001d034160,Zm00001d020257
Zm00001d048083,Zm00001d019312
Zm00001d042910,Zm00001d012085
Zm00001d015614,Zm00001d031454
Zm00001d032923,Zm00001d049244
Zm00001d043378,Zm00001d020283
Zm00001d005100,Zm00001d041515
Zm00001d017350,Zm00001d039428
Zm00001d041853,Zm00001d025818
Zm00001d027435,Zm00001d032683
Zm00001d033870,Zm00001d051111
Zm00001d006463,Zm00001d031871
Zm00001d021057,Zm00001d020881
Zm00001d013202,Zm00001d021773
Zm00001d042287,Zm00001d017185
Zm00001d005798,Zm00001d050250
Zm00001d010201,Zm00001d027483
Zm00001d027757,Zm00001d031992
Zm00001d032190,Zm00001d005798
Zm00001d052288,Zm00001d011900
Zm00001d015990,Zm00001d034036
Zm00001d033246,Zm00001d028687
Zm00001d020137,Zm00001d036122
Zm00001d034073,Zm00001d031536
Zm00001d026094,Zm00001d031332
Zm00001d033291,Zm00001d008360
Zm00001d033870,Zm00001d023922
Zm00001d043076,Zm00001d021821
