TF,Target
Zm00001d038664,Zm00001d042594
Zm00001d015614,Zm00001d051460
Zm00001d051439,Zm00001d021623
Zm00001d005970,Zm00001d019216
Zm00001d031445,Zm00001d009591
Zm00001d052317,Zm00001d046140
Zm00001d012968,Zm00001d007097
Zm00001d044107,Zm00001d003823
Zm00001d027395,Zm00001d040446
Zm00001d001945,Zm00001d018261
Zm00001d005300,Zm00001d045204
Zm00001d053749,Zm00001d020329
Zm00001d026271,Zm00001d012140
Zm00001d002439,Zm00001d025015
Zm00001d017788,Zm00001d049349
Zm00001d037941,Zm00001d052799
Zm00001d026252,Zm00001d015382
Zm00001d030969,Zm00001d047745
Zm00001d009103,Zm00001d038616
Zm00001d052180,Zm00001d012854
Zm00001d043950,Zm00001d049541
Zm00001d051216,Zm00001d009746
Zm00001d012296,Zm00001d006464
Zm00001d043474,Zm00001d033711
Zm00001d032694,Zm00001d040292
Zm00001d001945,Zm00001d025081
Zm00001d021057,Zm00001d012776
Zm00001d052288,Zm00001d045480
Zm00001d025953,Zm00001d032560
Zm00001d020267,Zm00001d020530
Zm00001d043062,Zm00001d012415
Zm00001d034751,Zm00001d036091
Zm00001d050664,Zm00001d031291
Zm00001d018038,Zm00001d049760
Zm00001d024041,Zm00001d013247
Zm00001d020804,Zm00001d010759
Zm00001d005970,Zm00001d017646
Zm00001d043060,Zm00001d009487
Zm00001d030028,Zm00001d003905
Zm00001d037737,Zm00001d046865
Zm00001d026271,Zm00001d048506
Zm00001d052905,Zm00001d029818
Zm00001d011597,Zm00001d033040
Zm00001d013073,Zm00001d005951
Zm00001d028974,Zm00001d051965
Zm00001d017480,Zm00001d028522
Zm00001d031009,Zm00001d041789
Zm00001d033870,Zm00001d031530
Zm00001d025896,Zm00001d002860
Zm00001d023565,Zm00001d047119
Zm00001d033274,Zm00001d015134
Zm00001d050023,Zm00001d021641
Zm00001d044330,Zm00001d008225
Zm00001d043076,Zm00001d005276
Zm00001d046632,Zm00001d021803
Zm00001d012746,Zm00001d013015
Zm00001d016520,Zm00001d002956
Zm00001d047309,Zm00001d007127
Zm00001d032999,Zm00001d021059
Zm00001d011985,Zm00001d020787
Zm00001d037274,Zm00001d039446
Zm00001d006835,Zm00001d035288
Zm00001d032316,Zm00001d044024
Zm00001d039260,Zm00001d048705
Zm00001d051480,Zm00001d036671
Zm00001d051879,Zm00001d018887
Zm00001d006835,Zm00001d034640
Zm00001d018656,Zm00001d020530
Zm00001d045046,Zm00001d018527
Zm00001d010168,Zm00001d006821
Zm00001d016674,Zm00001d015399
Zm00001d002079,Zm00001d017176
Zm00001d015243,Zm00001d016381
Zm00001d005244,Zm00001d046400
Zm00001d007949,Zm00001d043588
Zm00001d030518,Zm00001d041186
Zm00001d031620,Zm00001d050831
Zm00001d025953,Zm00001d016723
Zm00001d047421,Zm00001d018284
Zm00001d038907,Zm00001d030533
Zm00001d033274,Zm00001d036567
Zm00001d012823,Zm00001d042763
Zm00001d026351,Zm00001d018473
Zm00001d026542,Zm00001d003615
Zm00001d003409,Zm00001d041152
Zm00001d032923,Zm00001d041607
Zm00001d033870,Zm00001d038327
Zm00001d020670,Zm00001d043902
Zm00001d002762,Zm00001d003850
Zm00001d047554,Zm00001d032295
Zm00001d031487,Zm00001d006428
Zm00001d015521,Zm00001d011413
Zm00001d043117,Zm00001d016831
Zm00001d042864,Zm00001d019221
Zm00001d034605,Zm00001d019216
Zm00001d047209,Zm00001d007826
Zm00001d043131,Zm00001d045462
Zm00001d050781,Zm00001d029130
Zm00001d012516,Zm00001d039575
Zm00001d041445,Zm00001d046422
Zm00001d032999,Zm00001d042314
Zm00001d042920,Zm00001d007657
Zm00001d023507,Zm00001d007420
Zm00001d047339,Zm00001d036439
Zm00001d018305,Zm00001d036952
Zm00001d052288,Zm00001d003644
Zm00001d052167,Zm00001d026055
Zm00001d041497,Zm00001d005269
Zm00001d042618,Zm00001d003256
Zm00001d017900,Zm00001d045563
Zm00001d015226,Zm00001d024126
Zm00001d010676,Zm00001d016593
Zm00001d003414,Zm00001d020717
Zm00001d011413,Zm00001d017958
Zm00001d013709,Zm00001d012103
Zm00001d014863,Zm00001d019664
Zm00001d032316,Zm00001d024587
Zm00001d032206,Zm00001d010700
Zm00001d020932,Zm00001d028282
Zm00001d029020,Zm00001d016956
Zm00001d010730,Zm00001d053856
Zm00001d027709,Zm00001d050483
Zm00001d011985,Zm00001d013573
Zm00001d038221,Zm00001d011269
Zm00001d052288,Zm00001d037140
Zm00001d046568,Zm00001d039625
Zm00001d021268,Zm00001d031985
Zm00001d017462,Zm00001d020925
Zm00001d037941,Zm00001d010994
Zm00001d043782,Zm00001d038905
Zm00001d021263,Zm00001d018530
Zm00001d008251,Zm00001d023511
Zm00001d027317,Zm00001d018624
Zm00001d047519,Zm00001d050093
Zm00001d020267,Zm00001d017852
Zm00001d002079,Zm00001d031545
Zm00001d005208,Zm00001d029969
Zm00001d040455,Zm00001d033240
Zm00001d038585,Zm00001d043974
Zm00001d006165,Zm00001d053146
Zm00001d038191,Zm00001d052365
Zm00001d005892,Zm00001d047993
Zm00001d021591,Zm00001d006312
Zm00001d050023,Zm00001d044016
Zm00001d012749,Zm00001d042211
Zm00001d011692,Zm00001d035658
Zm00001d052905,Zm00001d049223
Zm00001d026191,Zm00001d046922
Zm00001d017462,Zm00001d013057
Zm00001d052905,Zm00001d049449
Zm00001d005244,Zm00001d006410
Zm00001d016052,Zm00001d043806
Zm00001d015614,Zm00001d033216
Zm00001d020670,Zm00001d006451
Zm00001d006702,Zm00001d009756
Zm00001d012296,Zm00001d006493
Zm00001d036425,Zm00001d051806
Zm00001d013709,Zm00001d035664
Zm00001d024376,Zm00001d018343
Zm00001d045398,Zm00001d025818
Zm00001d031790,Zm00001d030683
Zm00001d033898,Zm00001d018024
Zm00001d003755,Zm00001d053735
Zm00001d006094,Zm00001d040527
Zm00001d018742,Zm00001d014608
Zm00001d008251,Zm00001d034808
Zm00001d018656,Zm00001d046314
Zm00001d032190,Zm00001d037722
Zm00001d021019,Zm00001d046656
Zm00001d035266,Zm00001d018857
Zm00001d020941,Zm00001d017504
Zm00001d004857,Zm00001d015275
Zm00001d026191,Zm00001d005698
Zm00001d018380,Zm00001d022305
Zm00001d010638,Zm00001d043093
Zm00001d014286,Zm00001d048235
Zm00001d027425,Zm00001d052436
Zm00001d003836,Zm00001d002478
Zm00001d041866,Zm00001d005905
Zm00001d013895,Zm00001d035436
Zm00001d022628,Zm00001d009820
Zm00001d018530,Zm00001d009582
Zm00001d008612,Zm00001d006570
Zm00001d026628,Zm00001d053369
Zm00001d010060,Zm00001d041927
Zm00001d042686,Zm00001d039822
Zm00001d049364,Zm00001d032475
Zm00001d012968,Zm00001d040619
Zm00001d002762,Zm00001d005664
Zm00001d037941,Zm00001d047868
Zm00001d017788,Zm00001d032316
Zm00001d045212,Zm00001d040163
Zm00001d044259,Zm00001d025340
Zm00001d017726,Zm00001d020755
Zm00001d003884,Zm00001d042863
Zm00001d035266,Zm00001d016655
Zm00001d003412,Zm00001d033976
Zm00001d003836,Zm00001d023910
Zm00001d043706,Zm00001d026665
Zm00001d037737,Zm00001d043950
Zm00001d019734,Zm00001d026060
Zm00001d012916,Zm00001d042523
Zm00001d034503,Zm00001d022386
Zm00001d005888,Zm00001d005329
Zm00001d043205,Zm00001d052066
Zm00001d051632,Zm00001d020242
Zm00001d023336,Zm00001d043815
Zm00001d015201,Zm00001d038280
Zm00001d020804,Zm00001d024468
Zm00001d016255,Zm00001d010271
Zm00001d021591,Zm00001d043535
Zm00001d007868,Zm00001d025917
Zm00001d048312,Zm00001d003861
Zm00001d040527,Zm00001d017962
Zm00001d020408,Zm00001d007596
Zm00001d034353,Zm00001d043018
Zm00001d013547,Zm00001d035871
Zm00001d006065,Zm00001d052253
Zm00001d052738,Zm00001d025360
Zm00001d031673,Zm00001d053229
Zm00001d034601,Zm00001d046564
Zm00001d020490,Zm00001d042972
Zm00001d010399,Zm00001d038551
Zm00001d004512,Zm00001d014316
Zm00001d029875,Zm00001d047634
Zm00001d016907,Zm00001d012936
Zm00001d013625,Zm00001d006360
Zm00001d050664,Zm00001d008411
Zm00001d027317,Zm00001d048552
Zm00001d037461,Zm00001d037308
Zm00001d030891,Zm00001d053215
Zm00001d012015,Zm00001d040257
Zm00001d031487,Zm00001d048763
Zm00001d038320,Zm00001d011838
Zm00001d029020,Zm00001d008500
Zm00001d047339,Zm00001d037620
Zm00001d043117,Zm00001d023264
Zm00001d027846,Zm00001d026137
Zm00001d002762,Zm00001d052066
Zm00001d002011,Zm00001d048508
Zm00001d026191,Zm00001d033633
Zm00001d017366,Zm00001d014029
Zm00001d003412,Zm00001d013448
Zm00001d043205,Zm00001d003499
Zm00001d033291,Zm00001d007048
Zm00001d043060,Zm00001d052523
Zm00001d015639,Zm00001d048356
Zm00001d051172,Zm00001d038618
Zm00001d032384,Zm00001d012156
Zm00001d038801,Zm00001d011471
Zm00001d027435,Zm00001d053518
Zm00001d043062,Zm00001d018350
Zm00001d050195,Zm00001d042054
Zm00001d041444,Zm00001d021528
Zm00001d050247,Zm00001d046687
Zm00001d026017,Zm00001d052367
Zm00001d008882,Zm00001d043621
Zm00001d010785,Zm00001d025568
Zm00001d052167,Zm00001d022126
Zm00001d015118,Zm00001d041760
Zm00001d053020,Zm00001d047017
Zm00001d053749,Zm00001d035346
Zm00001d037737,Zm00001d011225
Zm00001d006702,Zm00001d013631
Zm00001d017409,Zm00001d022006
Zm00001d020020,Zm00001d028261
Zm00001d031009,Zm00001d043962
Zm00001d024268,Zm00001d003128
Zm00001d047309,Zm00001d007153
Zm00001d032502,Zm00001d043153
Zm00001d042864,Zm00001d043076
Zm00001d039764,Zm00001d005546
Zm00001d002731,Zm00001d037342
Zm00001d031796,Zm00001d033862
Zm00001d043696,Zm00001d012890
Zm00001d017350,Zm00001d028685
Zm00001d037941,Zm00001d007763
Zm00001d003176,Zm00001d031975
Zm00001d018416,Zm00001d004198
Zm00001d044259,Zm00001d023968
Zm00001d028984,Zm00001d013920
Zm00001d042373,Zm00001d012173
Zm00001d032999,Zm00001d010759
Zm00001d034457,Zm00001d012064
Zm00001d037098,Zm00001d049363
Zm00001d038585,Zm00001d015614
Zm00001d002364,Zm00001d048224
Zm00001d020932,Zm00001d017962
Zm00001d029020,Zm00001d014953
Zm00001d025033,Zm00001d032976
Zm00001d015421,Zm00001d026597
Zm00001d031790,Zm00001d053762
Zm00001d048041,Zm00001d025470
Zm00001d038843,Zm00001d034897
Zm00001d005884,Zm00001d040107
Zm00001d002405,Zm00001d036293
Zm00001d006702,Zm00001d047191
Zm00001d014013,Zm00001d012260
Zm00001d002405,Zm00001d031725
Zm00001d031064,Zm00001d048682
Zm00001d052317,Zm00001d021341
Zm00001d044216,Zm00001d047875
Zm00001d025896,Zm00001d021687
Zm00001d032681,Zm00001d037832
Zm00001d019536,Zm00001d053251
Zm00001d032502,Zm00001d047970
Zm00001d036726,Zm00001d049594
Zm00001d050781,Zm00001d033886
Zm00001d036425,Zm00001d013659
Zm00001d027317,Zm00001d028538
Zm00001d053195,Zm00001d043512
Zm00001d042591,Zm00001d017288
Zm00001d029020,Zm00001d028397
Zm00001d025033,Zm00001d044080
Zm00001d019216,Zm00001d027607
Zm00001d010638,Zm00001d009591
Zm00001d011560,Zm00001d007886
Zm00001d027757,Zm00001d053229
Zm00001d012916,Zm00001d025570
Zm00001d034160,Zm00001d041774
Zm00001d036768,Zm00001d029197
Zm00001d028919,Zm00001d038190
Zm00001d006463,Zm00001d028456
Zm00001d028919,Zm00001d031326
Zm00001d042588,Zm00001d021882
Zm00001d017726,Zm00001d031749
Zm00001d023659,Zm00001d011192
Zm00001d052229,Zm00001d017837
Zm00001d021263,Zm00001d036780
Zm00001d047309,Zm00001d010620
Zm00001d013547,Zm00001d002694
Zm00001d048493,Zm00001d039931
Zm00001d032502,Zm00001d014612
Zm00001d007536,Zm00001d039043
Zm00001d032206,Zm00001d040364
Zm00001d050023,Zm00001d027709
Zm00001d004086,Zm00001d032434
Zm00001d051520,Zm00001d038618
Zm00001d025664,Zm00001d019497
Zm00001d018530,Zm00001d039997
Zm00001d020457,Zm00001d026414
Zm00001d043569,Zm00001d026369
Zm00001d020490,Zm00001d032307
Zm00001d046299,Zm00001d026684
Zm00001d051267,Zm00001d053229
Zm00001d024376,Zm00001d028806
Zm00001d021263,Zm00001d047499
Zm00001d008225,Zm00001d030366
Zm00001d043706,Zm00001d011620
Zm00001d007384,Zm00001d019349
Zm00001d013357,Zm00001d011256
Zm00001d045212,Zm00001d010109
Zm00001d015990,Zm00001d018383
Zm00001d037165,Zm00001d049766
Zm00001d010730,Zm00001d044015
Zm00001d016838,Zm00001d053856
Zm00001d017900,Zm00001d039542
Zm00001d031796,Zm00001d034601
Zm00001d041444,Zm00001d013332
Zm00001d032295,Zm00001d020100
Zm00001d012916,Zm00001d049457
Zm00001d031992,Zm00001d045563
Zm00001d006022,Zm00001d038275
Zm00001d040090,Zm00001d005241
Zm00001d017560,Zm00001d042363
Zm00001d051439,Zm00001d034085
Zm00001d043402,Zm00001d015434
Zm00001d051700,Zm00001d043420
Zm00001d042892,Zm00001d038969
Zm00001d010399,Zm00001d053887
Zm00001d017778,Zm00001d021268
Zm00001d014938,Zm00001d015394
Zm00001d018829,Zm00001d053684
Zm00001d017575,Zm00001d026010
Zm00001d029884,Zm00001d037429
Zm00001d026351,Zm00001d004198
Zm00001d035439,Zm00001d017404
Zm00001d038281,Zm00001d003271
Zm00001d011496,Zm00001d010796
Zm00001d005016,Zm00001d002191
Zm00001d043402,Zm00001d026053
Zm00001d018158,Zm00001d021836
Zm00001d050023,Zm00001d029808
Zm00001d034886,Zm00001d013692
Zm00001d005884,Zm00001d048343
Zm00001d021268,Zm00001d040090
Zm00001d020137,Zm00001d015767
Zm00001d038994,Zm00001d023507
Zm00001d031445,Zm00001d010455
Zm00001d017788,Zm00001d018024
Zm00001d049158,Zm00001d039542
Zm00001d027425,Zm00001d035095
Zm00001d029896,Zm00001d039260
Zm00001d008251,Zm00001d011834
Zm00001d029020,Zm00001d011226
Zm00001d012823,Zm00001d017609
Zm00001d031561,Zm00001d013306
Zm00001d051520,Zm00001d025333
Zm00001d050310,Zm00001d035092
Zm00001d053369,Zm00001d052690
Zm00001d011785,Zm00001d048985
Zm00001d043131,Zm00001d028543
Zm00001d017409,Zm00001d001941
Zm00001d002618,Zm00001d017591
Zm00001d005892,Zm00001d021389
Zm00001d050310,Zm00001d045478
Zm00001d017409,Zm00001d042380
Zm00001d016520,Zm00001d037604
Zm00001d050404,Zm00001d052962
Zm00001d042717,Zm00001d053859
Zm00001d008225,Zm00001d050800
Zm00001d013202,Zm00001d002896
Zm00001d049158,Zm00001d011143
Zm00001d052905,Zm00001d020228
Zm00001d015549,Zm00001d016804
Zm00001d026088,Zm00001d046380
Zm00001d019216,Zm00001d047340
Zm00001d003884,Zm00001d040667
Zm00001d028984,Zm00001d025108
Zm00001d040554,Zm00001d042768
Zm00001d022525,Zm00001d006286
Zm00001d024543,Zm00001d032111
Zm00001d018225,Zm00001d043261
Zm00001d043474,Zm00001d029723
Zm00001d017560,Zm00001d009123
Zm00001d047309,Zm00001d021438
Zm00001d001945,Zm00001d011099
Zm00001d011669,Zm00001d040805
Zm00001d036494,Zm00001d052225
Zm00001d048527,Zm00001d020424
Zm00001d005884,Zm00001d031618
Zm00001d003836,Zm00001d003284
Zm00001d019216,Zm00001d043043
Zm00001d037737,Zm00001d016898
Zm00001d012749,Zm00001d029543
Zm00001d031725,Zm00001d043935
Zm00001d028139,Zm00001d047709
Zm00001d044171,Zm00001d045563
Zm00001d046719,Zm00001d050112
Zm00001d011597,Zm00001d040650
Zm00001d017422,Zm00001d032866
Zm00001d015549,Zm00001d011992
Zm00001d030891,Zm00001d049364
Zm00001d017477,Zm00001d012177
Zm00001d023565,Zm00001d038332
Zm00001d034503,Zm00001d032990
Zm00001d007868,Zm00001d019766
Zm00001d017409,Zm00001d014762
Zm00001d039324,Zm00001d036737
Zm00001d032681,Zm00001d053798
Zm00001d040500,Zm00001d045075
Zm00001d047579,Zm00001d017457
Zm00001d043706,Zm00001d013015
Zm00001d052087,Zm00001d041480
Zm00001d011953,Zm00001d047449
Zm00001d048041,Zm00001d007279
Zm00001d034886,Zm00001d043813
Zm00001d016838,Zm00001d012327
Zm00001d012427,Zm00001d002079
Zm00001d049295,Zm00001d039051
Zm00001d033379,Zm00001d053817
Zm00001d012688,Zm00001d027715
Zm00001d048082,Zm00001d040527
Zm00001d041866,Zm00001d005026
Zm00001d034605,Zm00001d035657
Zm00001d007311,Zm00001d039786
Zm00001d053819,Zm00001d001946
Zm00001d032384,Zm00001d013431
Zm00001d031522,Zm00001d012857
Zm00001d004512,Zm00001d010863
Zm00001d017480,Zm00001d040681
Zm00001d043992,Zm00001d023799
Zm00001d052087,Zm00001d027326
Zm00001d050664,Zm00001d009226
Zm00001d006578,Zm00001d046568
Zm00001d046718,Zm00001d018295
Zm00001d010812,Zm00001d051948
Zm00001d012688,Zm00001d035862
Zm00001d028974,Zm00001d027430
Zm00001d024701,Zm00001d036833
Zm00001d003064,Zm00001d012274
Zm00001d051458,Zm00001d041548
Zm00001d042580,Zm00001d028399
Zm00001d003884,Zm00001d035752
Zm00001d030644,Zm00001d024543
Zm00001d042717,Zm00001d007869
Zm00001d013307,Zm00001d013523
Zm00001d019712,Zm00001d012824
Zm00001d034605,Zm00001d004591
Zm00001d019230,Zm00001d041375
Zm00001d005888,Zm00001d017615
Zm00001d001879,Zm00001d006790
Zm00001d006236,Zm00001d042182
Zm00001d042305,Zm00001d014808
Zm00001d042305,Zm00001d043973
Zm00001d003601,Zm00001d046366
Zm00001d006094,Zm00001d011225
Zm00001d010713,Zm00001d049800
Zm00001d048082,Zm00001d005019
Zm00001d010399,Zm00001d052738
Zm00001d044171,Zm00001d016674
Zm00001d021268,Zm00001d024587
Zm00001d011645,Zm00001d053699
Zm00001d008869,Zm00001d031700
Zm00001d003176,Zm00001d001935
Zm00001d015381,Zm00001d021535
Zm00001d047519,Zm00001d027589
Zm00001d020881,Zm00001d021490
Zm00001d034751,Zm00001d032777
Zm00001d014863,Zm00001d051688
Zm00001d033379,Zm00001d033210
Zm00001d011133,Zm00001d028154
Zm00001d028139,Zm00001d004917
Zm00001d003884,Zm00001d053781
Zm00001d016520,Zm00001d040302
Zm00001d006293,Zm00001d017121
Zm00001d022424,Zm00001d038165
Zm00001d049295,Zm00001d037453
Zm00001d027846,Zm00001d022316
Zm00001d052167,Zm00001d018288
Zm00001d017366,Zm00001d048134
Zm00001d052288,Zm00001d032685
Zm00001d046632,Zm00001d013333
Zm00001d016737,Zm00001d002241
Zm00001d006195,Zm00001d022424
Zm00001d050310,Zm00001d046499
Zm00001d029934,Zm00001d043650
Zm00001d010812,Zm00001d003127
Zm00001d028007,Zm00001d019075
Zm00001d045204,Zm00001d046632
Zm00001d034160,Zm00001d044663
Zm00001d032213,Zm00001d003889
Zm00001d045026,Zm00001d037546
Zm00001d041444,Zm00001d021263
Zm00001d002364,Zm00001d044769
Zm00001d021057,Zm00001d027748
Zm00001d050394,Zm00001d005984
Zm00001d020457,Zm00001d018500
Zm00001d051573,Zm00001d034444
Zm00001d017560,Zm00001d006286
Zm00001d017614,Zm00001d011225
Zm00001d042717,Zm00001d020530
Zm00001d013895,Zm00001d038270
Zm00001d041576,Zm00001d017689
Zm00001d046719,Zm00001d014924
Zm00001d021236,Zm00001d009952
Zm00001d032316,Zm00001d032461
Zm00001d016952,Zm00001d028089
Zm00001d005884,Zm00001d026333
Zm00001d031725,Zm00001d010033
Zm00001d042305,Zm00001d053817
Zm00001d045026,Zm00001d024418
Zm00001d027425,Zm00001d026224
Zm00001d050404,Zm00001d050055
Zm00001d003601,Zm00001d031701
Zm00001d031064,Zm00001d019988
Zm00001d029875,Zm00001d015290
Zm00001d014286,Zm00001d018133
Zm00001d023669,Zm00001d033363
Zm00001d011252,Zm00001d014775
Zm00001d027510,Zm00001d032471
Zm00001d038930,Zm00001d021689
Zm00001d031109,Zm00001d037033
Zm00001d031182,Zm00001d010416
Zm00001d043706,Zm00001d018491
Zm00001d025896,Zm00001d004744
Zm00001d013895,Zm00001d038469
Zm00001d009103,Zm00001d011435
Zm00001d053749,Zm00001d037393
Zm00001d006463,Zm00001d013306
Zm00001d019536,Zm00001d043667
Zm00001d015614,Zm00001d038061
Zm00001d005016,Zm00001d012647
Zm00001d026203,Zm00001d015397
Zm00001d033378,Zm00001d052961
Zm00001d034073,Zm00001d043932
Zm00001d024783,Zm00001d021689
Zm00001d045112,Zm00001d010282
Zm00001d048041,Zm00001d026578
Zm00001d032190,Zm00001d042853
Zm00001d032249,Zm00001d042260
Zm00001d006922,Zm00001d017150
Zm00001d048412,Zm00001d052021
Zm00001d020826,Zm00001d013090
Zm00001d017420,Zm00001d031026
Zm00001d014201,Zm00001d035700
Zm00001d017480,Zm00001d047340
Zm00001d005760,Zm00001d032601
Zm00001d028524,Zm00001d039377
Zm00001d020941,Zm00001d040130
Zm00001d003601,Zm00001d049208
Zm00001d022442,Zm00001d013611
Zm00001d021268,Zm00001d033528
Zm00001d006835,Zm00001d038380
Zm00001d053707,Zm00001d046188
Zm00001d018081,Zm00001d031725
Zm00001d030023,Zm00001d047403
Zm00001d038023,Zm00001d017984
Zm00001d016255,Zm00001d016570
Zm00001d028139,Zm00001d018076
Zm00001d052152,Zm00001d053746
Zm00001d043204,Zm00001d012292
Zm00001d023955,Zm00001d004048
Zm00001d024783,Zm00001d003833
Zm00001d043474,Zm00001d006726
Zm00001d020020,Zm00001d053555
Zm00001d020384,Zm00001d041792
Zm00001d045204,Zm00001d038003
Zm00001d014286,Zm00001d010755
Zm00001d018530,Zm00001d052533
Zm00001d037461,Zm00001d052961
Zm00001d038320,Zm00001d028139
Zm00001d038546,Zm00001d003851
Zm00001d003414,Zm00001d023918
Zm00001d034503,Zm00001d011330
Zm00001d034503,Zm00001d037713
Zm00001d012746,Zm00001d012530
Zm00001d047356,Zm00001d023558
Zm00001d035266,Zm00001d013097
Zm00001d014656,Zm00001d020898
Zm00001d014656,Zm00001d004498
Zm00001d008968,Zm00001d026121
Zm00001d042717,Zm00001d026681
Zm00001d048474,Zm00001d019600
Zm00001d011953,Zm00001d024601
Zm00001d042910,Zm00001d015020
Zm00001d004512,Zm00001d017317
Zm00001d015521,Zm00001d020590
Zm00001d043992,Zm00001d037246
Zm00001d041445,Zm00001d042096
Zm00001d038320,Zm00001d017714
Zm00001d041958,Zm00001d007345
Zm00001d018158,Zm00001d047402
Zm00001d043205,Zm00001d050712
Zm00001d048474,Zm00001d021246
Zm00001d029875,Zm00001d021297
Zm00001d008198,Zm00001d050109
Zm00001d034353,Zm00001d008580
Zm00001d013202,Zm00001d032175
Zm00001d047421,Zm00001d043193
Zm00001d023565,Zm00001d042588
Zm00001d054080,Zm00001d025917
Zm00001d018698,Zm00001d016696
Zm00001d011413,Zm00001d044648
Zm00001d049511,Zm00001d019184
Zm00001d027709,Zm00001d041627
Zm00001d005244,Zm00001d013431
Zm00001d010785,Zm00001d027520
Zm00001d012746,Zm00001d015767
Zm00001d039245,Zm00001d029497
Zm00001d043696,Zm00001d019865
Zm00001d011692,Zm00001d034588
Zm00001d037274,Zm00001d041471
Zm00001d021236,Zm00001d041690
Zm00001d052905,Zm00001d042879
Zm00001d050664,Zm00001d021191
Zm00001d051216,Zm00001d019216
Zm00001d023402,Zm00001d044515
Zm00001d026203,Zm00001d047618
Zm00001d053707,Zm00001d036836
Zm00001d013849,Zm00001d022180
Zm00001d026447,Zm00001d015092
Zm00001d014938,Zm00001d049822
Zm00001d025757,Zm00001d008987
Zm00001d048083,Zm00001d016952
Zm00001d012260,Zm00001d042590
Zm00001d041580,Zm00001d052874
Zm00001d002618,Zm00001d029497
Zm00001d026191,Zm00001d030086
Zm00001d028007,Zm00001d026578
Zm00001d012427,Zm00001d036624
Zm00001d021268,Zm00001d030158
Zm00001d037941,Zm00001d002601
Zm00001d017900,Zm00001d002774
Zm00001d010233,Zm00001d008749
Zm00001d014656,Zm00001d044497
Zm00001d017391,Zm00001d048718
Zm00001d034601,Zm00001d018106
Zm00001d049443,Zm00001d014294
Zm00001d009013,Zm00001d035087
Zm00001d051749,Zm00001d033805
Zm00001d052905,Zm00001d006856
Zm00001d052167,Zm00001d008911
Zm00001d052365,Zm00001d011752
Zm00001d036768,Zm00001d034572
Zm00001d016907,Zm00001d038841
Zm00001d005692,Zm00001d042367
Zm00001d023411,Zm00001d025352
Zm00001d037605,Zm00001d014325
Zm00001d037315,Zm00001d026531
Zm00001d042686,Zm00001d035990
Zm00001d031992,Zm00001d053117
Zm00001d048082,Zm00001d029839
Zm00001d012482,Zm00001d017978
Zm00001d006094,Zm00001d046642
Zm00001d038546,Zm00001d051977
Zm00001d015226,Zm00001d022386
Zm00001d014201,Zm00001d036763
Zm00001d012968,Zm00001d013208
Zm00001d016255,Zm00001d034433
Zm00001d020804,Zm00001d013869
Zm00001d002079,Zm00001d010676
Zm00001d042287,Zm00001d036351
Zm00001d043378,Zm00001d039255
Zm00001d027757,Zm00001d020578
Zm00001d039065,Zm00001d043029
Zm00001d049158,Zm00001d051511
Zm00001d047182,Zm00001d001905
Zm00001d004086,Zm00001d021504
Zm00001d027425,Zm00001d005951
Zm00001d010232,Zm00001d039919
Zm00001d044259,Zm00001d027746
Zm00001d012067,Zm00001d010667
Zm00001d044259,Zm00001d009718
Zm00001d051216,Zm00001d004919
Zm00001d039272,Zm00001d029475
Zm00001d020683,Zm00001d011669
Zm00001d042588,Zm00001d015354
Zm00001d002744,Zm00001d028565
Zm00001d002731,Zm00001d006358
Zm00001d050023,Zm00001d032508
Zm00001d028269,Zm00001d038097
Zm00001d005798,Zm00001d008582
Zm00001d048046,Zm00001d005502
Zm00001d023402,Zm00001d028924
Zm00001d002364,Zm00001d034853
Zm00001d026017,Zm00001d052194
Zm00001d010399,Zm00001d015126
Zm00001d031061,Zm00001d007503
Zm00001d011985,Zm00001d035657
Zm00001d022525,Zm00001d030083
Zm00001d053819,Zm00001d002128
Zm00001d008225,Zm00001d011634
Zm00001d044409,Zm00001d002033
Zm00001d050948,Zm00001d005769
Zm00001d028139,Zm00001d003538
Zm00001d034503,Zm00001d025857
Zm00001d029963,Zm00001d031893
Zm00001d048412,Zm00001d003372
Zm00001d033404,Zm00001d011183
Zm00001d011953,Zm00001d044195
Zm00001d039006,Zm00001d019522
Zm00001d013849,Zm00001d011992
Zm00001d040362,Zm00001d018218
Zm00001d034160,Zm00001d035140
Zm00001d032922,Zm00001d049762
Zm00001d024644,Zm00001d039328
Zm00001d008528,Zm00001d020343
Zm00001d039764,Zm00001d017613
Zm00001d024041,Zm00001d016695
Zm00001d037941,Zm00001d017847
Zm00001d018829,Zm00001d021973
Zm00001d015118,Zm00001d038890
Zm00001d010638,Zm00001d029435
Zm00001d033870,Zm00001d016469
Zm00001d045044,Zm00001d018487
Zm00001d050350,Zm00001d039276
Zm00001d011560,Zm00001d044260
Zm00001d002731,Zm00001d006749
Zm00001d045046,Zm00001d022407
Zm00001d021263,Zm00001d021995
Zm00001d043491,Zm00001d044167
Zm00001d042717,Zm00001d038990
Zm00001d031064,Zm00001d041439
Zm00001d016737,Zm00001d005586
Zm00001d011985,Zm00001d018502
Zm00001d041142,Zm00001d005638
Zm00001d043922,Zm00001d028971
Zm00001d003331,Zm00001d005696
Zm00001d018941,Zm00001d008262
Zm00001d052288,Zm00001d015526
Zm00001d002439,Zm00001d006028
Zm00001d028974,Zm00001d028601
Zm00001d012916,Zm00001d039380
Zm00001d034160,Zm00001d011846
Zm00001d021268,Zm00001d043047
Zm00001d020267,Zm00001d045338
