,V1,V2,
931,Zm00001d037189,8,0
932,Zm00001d036626,1,0
933,Zm00001d044093,3,0
934,Zm00001d053862,3,0
935,Zm00001d033186,1,0
936,Zm00001d045845,6,0
937,Zm00001d037556,7,0
938,Zm00001d032969,7,0
939,Zm00001d014335,5,0
940,Zm00001d025274,2,0
941,Zm00001d016306,3,0
942,Zm00001d008756,3,0
943,Zm00001d002896,4,1
944,Zm00001d040697,1,0
945,Zm00001d046945,4,0
946,Zm00001d044937,6,0
947,Zm00001d053855,6,1
948,Zm00001d001799,1,0
949,Zm00001d047921,7,1
950,Zm00001d028413,4,1
951,Zm00001d049399,1,0
952,Zm00001d007381,5,0
953,Zm00001d042723,4,0
954,Zm00001d038585,3,1
955,Zm00001d026252,3,1
956,Zm00001d017002,2,0
957,Zm00001d019045,6,0
958,Zm00001d007486,7,0
959,Zm00001d018793,4,0
960,Zm00001d023316,1,1
961,Zm00001d023529,4,0
962,Zm00001d039482,7,1
963,Zm00001d007503,5,0
964,Zm00001d050043,4,0
965,Zm00001d048099,6,0
966,Zm00001d033990,2,0
967,Zm00001d049420,5,0
968,Zm00001d036241,6,0
969,Zm00001d025033,3,1
970,Zm00001d045094,6,0
971,Zm00001d021753,4,0
972,Zm00001d048962,4,0
973,Zm00001d053746,5,0
974,Zm00001d010586,2,0
975,Zm00001d021654,4,0
976,Zm00001d027988,3,0
977,Zm00001d024537,3,0
978,Zm00001d045390,5,0
979,Zm00001d051235,6,0
980,Zm00001d028436,1,0
981,Zm00001d011560,1,1
982,Zm00001d023391,1,0
983,Zm00001d008187,5,0
984,Zm00001d035243,4,0
985,Zm00001d033827,6,0
986,Zm00001d009066,5,1
987,Zm00001d040594,5,1
988,Zm00001d023664,5,0
989,Zm00001d020137,5,1
990,Zm00001d042536,1,0
991,Zm00001d009802,2,1
992,Zm00001d030105,2,0
993,Zm00001d048611,4,0
994,Zm00001d043579,8,0
995,Zm00001d028720,4,0
996,Zm00001d044078,4,0
997,Zm00001d043205,5,1
998,Zm00001d026662,5,0
999,Zm00001d012591,7,0
1000,Zm00001d032384,8,1
1001,Zm00001d026487,5,0
1002,Zm00001d020820,6,0
1003,Zm00001d018873,4,0
1004,Zm00001d035638,6,0
1005,Zm00001d026337,1,0
1006,Zm00001d006169,5,1
1007,Zm00001d043592,7,0
1008,Zm00001d038718,5,0
1009,Zm00001d053059,1,0
1010,Zm00001d029376,1,0
1011,Zm00001d005334,1,0
1012,Zm00001d021831,1,1
1013,Zm00001d016806,4,0
1014,Zm00001d052147,5,0
1015,Zm00001d050166,3,0
1016,Zm00001d003457,3,0
1017,Zm00001d026563,3,1
1018,Zm00001d052143,6,0
1019,Zm00001d040509,1,0
1020,Zm00001d046687,5,0
1021,Zm00001d006420,4,0
1022,Zm00001d034107,3,0
1023,Zm00001d025771,6,0
1024,Zm00001d013809,4,0
1025,Zm00001d008985,4,0
1026,Zm00001d011548,5,0
1027,Zm00001d023413,5,0
1028,Zm00001d013461,6,0
1029,Zm00001d031522,4,1
1030,Zm00001d046805,5,1
1031,Zm00001d003555,4,0
1032,Zm00001d012017,4,0
1033,Zm00001d012757,6,1
1034,Zm00001d040379,6,0
1035,Zm00001d048020,5,0
1036,Zm00001d017622,5,0
1037,Zm00001d027534,3,0
1038,Zm00001d022295,6,1
1039,Zm00001d014467,6,0
1040,Zm00001d014625,3,0
1041,Zm00001d036726,5,1
1042,Zm00001d026657,5,0
1043,Zm00001d003861,3,0
1044,Zm00001d014958,3,0
1045,Zm00001d005752,3,0
1046,Zm00001d052167,5,1
1047,Zm00001d018158,5,1
1048,Zm00001d036066,6,0
1049,Zm00001d001835,4,0
1050,Zm00001d025413,1,0
1051,Zm00001d020927,4,0
1052,Zm00001d043062,5,1
1053,Zm00001d040148,5,1
1054,Zm00001d016991,8,0
1055,Zm00001d047760,8,0
1056,Zm00001d021268,3,1
1057,Zm00001d022154,3,0
1058,Zm00001d036840,7,0
1059,Zm00001d020939,1,1
1060,Zm00001d052170,3,0
1061,Zm00001d036008,3,0
1062,Zm00001d020794,7,0
1063,Zm00001d027874,4,1
1064,Zm00001d033602,4,1
1065,Zm00001d014337,8,0
1066,Zm00001d041480,6,0
1067,Zm00001d009774,4,0
1068,Zm00001d045481,8,0
1069,Zm00001d029855,3,1
1070,Zm00001d036069,6,0
1071,Zm00001d047937,3,0
1072,Zm00001d008612,8,1
1073,Zm00001d011285,8,0
1074,Zm00001d053636,1,0
1075,Zm00001d033489,5,0
1076,Zm00001d042808,3,0
1077,Zm00001d036328,4,0
1078,Zm00001d037779,4,0
1079,Zm00001d034277,5,1
1080,Zm00001d050834,5,1
1081,Zm00001d053801,1,0
1082,Zm00001d053220,5,1
1083,Zm00001d038003,3,0
1084,Zm00001d020486,1,0
1085,Zm00001d045338,3,0
1086,Zm00001d004731,4,0
1087,Zm00001d013738,2,0
1088,Zm00001d033050,5,1
1089,Zm00001d044184,4,0
1090,Zm00001d050872,4,0
1091,Zm00001d027685,3,0
1092,Zm00001d025059,4,0
1093,Zm00001d044301,4,0
1094,Zm00001d024512,1,0
1095,Zm00001d041866,3,1
1096,Zm00001d042258,7,0
1097,Zm00001d038020,4,0
1098,Zm00001d023899,8,0
1099,Zm00001d012789,4,1
1100,Zm00001d035907,8,1
1101,Zm00001d037361,8,0
1102,Zm00001d009929,8,0
1103,Zm00001d010201,5,1
1104,Zm00001d017294,5,0
1105,Zm00001d005698,3,0
1106,Zm00001d018337,3,0
1107,Zm00001d018312,6,0
1108,Zm00001d011710,3,0
1109,Zm00001d035646,5,0
1110,Zm00001d052104,3,0
1111,Zm00001d016616,5,1
1112,Zm00001d046745,5,0
1113,Zm00001d012138,4,0
1114,Zm00001d029448,6,1
1115,Zm00001d018058,3,0
1116,Zm00001d026605,7,0
1117,Zm00001d052434,4,0
1118,Zm00001d007517,1,0
1119,Zm00001d038878,7,1
1120,Zm00001d010602,3,0
1121,Zm00001d053982,6,0
1122,Zm00001d005200,1,0
1123,Zm00001d028863,6,0
1124,Zm00001d038221,3,1
1125,Zm00001d034643,7,0
1126,Zm00001d025567,6,0
1127,Zm00001d028505,4,0
1128,Zm00001d014612,3,0
1129,Zm00001d016181,1,0
1130,Zm00001d035854,4,0
1131,Zm00001d035817,1,0
1132,Zm00001d002654,6,1
1133,Zm00001d017560,3,1
1134,Zm00001d024752,5,0
1135,Zm00001d024545,5,1
1136,Zm00001d005970,3,1
1137,Zm00001d011919,3,0
1138,Zm00001d037192,3,0
1139,Zm00001d031221,5,0
1140,Zm00001d022560,8,0
1141,Zm00001d024547,2,1
1142,Zm00001d016982,7,0
1143,Zm00001d044653,1,0
1144,Zm00001d027679,7,1
1145,Zm00001d024880,7,0
1146,Zm00001d027435,4,1
1147,Zm00001d015616,5,0
1148,Zm00001d011959,4,0
1149,Zm00001d034834,1,0
1150,Zm00001d054060,5,0
1151,Zm00001d039214,1,0
1152,Zm00001d023510,4,0
1153,Zm00001d021665,5,0
1154,Zm00001d033912,5,0
1155,Zm00001d016621,4,0
1156,Zm00001d003615,4,0
1157,Zm00001d042767,3,0
1158,Zm00001d040324,3,0
1159,Zm00001d036475,4,0
1160,Zm00001d018404,6,0
1161,Zm00001d018496,4,0
1162,Zm00001d022557,4,0
1163,Zm00001d013098,6,0
1164,Zm00001d035457,3,1
1165,Zm00001d039002,1,1
1166,Zm00001d030158,3,0
1167,Zm00001d006059,3,0
1168,Zm00001d043898,3,0
1169,Zm00001d017573,1,0
1170,Zm00001d043543,4,0
1171,Zm00001d030314,8,0
1172,Zm00001d032517,4,0
1173,Zm00001d013909,5,0
1174,Zm00001d042331,1,0
1175,Zm00001d014594,1,0
1176,Zm00001d043665,5,0
1177,Zm00001d031726,3,0
1178,Zm00001d027965,6,0
1179,Zm00001d003414,3,1
1180,Zm00001d031078,3,0
1181,Zm00001d033280,6,1
1182,Zm00001d031804,3,0
1183,Zm00001d012585,5,1
1184,Zm00001d016501,3,0
1185,Zm00001d013638,5,0
1186,Zm00001d005888,4,1
1187,Zm00001d013830,5,0
1188,Zm00001d025614,5,0
1189,Zm00001d049405,4,0
1190,Zm00001d016154,6,1
1191,Zm00001d038258,1,0
1192,Zm00001d005028,5,1
1193,Zm00001d021977,5,0
1194,Zm00001d021870,4,0
1195,Zm00001d017251,8,0
1196,Zm00001d018627,3,0
1197,Zm00001d010594,3,0
1198,Zm00001d003470,4,0
1199,Zm00001d006064,4,0
1200,Zm00001d020365,4,0
1201,Zm00001d028426,1,0
1202,Zm00001d006112,4,0
1203,Zm00001d006296,5,0
1204,Zm00001d006510,1,0
1205,Zm00001d032438,3,0
1206,Zm00001d025550,1,0
1207,Zm00001d038467,6,0
1208,Zm00001d039718,5,0
1209,Zm00001d007420,3,0
1210,Zm00001d021565,4,0
1211,Zm00001d011527,5,1
1212,Zm00001d037932,6,0
1213,Zm00001d038969,3,0
1214,Zm00001d043935,5,0
1215,Zm00001d037385,3,0
1216,Zm00001d031561,3,1
1217,Zm00001d033517,5,0
1218,Zm00001d039799,5,0
1219,Zm00001d047093,6,0
1220,Zm00001d029064,6,1
1221,Zm00001d034738,6,1
1222,Zm00001d026360,3,0
1223,Zm00001d052018,4,1
1224,Zm00001d010825,3,0
1225,Zm00001d047420,4,0
1226,Zm00001d015990,1,1
1227,Zm00001d013568,1,0
1228,Zm00001d010785,6,1
1229,Zm00001d053395,6,0
1230,Zm00001d038598,6,0
1231,Zm00001d043200,4,0
1232,Zm00001d052750,8,1
1233,Zm00001d016768,8,0
1234,Zm00001d007832,4,0
1235,Zm00001d039542,8,0
1236,Zm00001d005001,6,0
1237,Zm00001d008300,7,0
1238,Zm00001d039465,6,0
1239,Zm00001d017477,7,1
1240,Zm00001d017478,7,1
1241,Zm00001d028793,3,0
1242,Zm00001d021205,5,1
1243,Zm00001d009555,5,0
1244,Zm00001d003209,4,0
1245,Zm00001d029711,6,1
1246,Zm00001d027461,6,1
1247,Zm00001d041709,3,0
1248,Zm00001d017951,3,0
1249,Zm00001d038801,6,1
1250,Zm00001d034409,6,0
1251,Zm00001d031149,6,0
1252,Zm00001d009751,1,0
1253,Zm00001d029218,7,0
1254,Zm00001d044906,5,0
1255,Zm00001d002830,3,0
1256,Zm00001d052653,5,0
1257,Zm00001d006936,6,0
1258,Zm00001d037797,5,0
1259,Zm00001d052102,5,1
1260,Zm00001d025524,5,0
1261,Zm00001d044988,6,1
1262,Zm00001d022643,6,0
1263,Zm00001d031459,1,0
1264,Zm00001d042308,1,0
1265,Zm00001d040212,4,0
1266,Zm00001d022584,1,0
1267,Zm00001d050283,8,0
1268,Zm00001d040232,4,0
1269,Zm00001d033390,4,0
1270,Zm00001d046318,5,0
1271,Zm00001d039089,1,0
1272,Zm00001d037547,3,0
1273,Zm00001d012719,6,1
1274,Zm00001d013399,4,1
1275,Zm00001d027621,5,0
1276,Zm00001d005784,4,1
1277,Zm00001d014492,7,0
1278,Zm00001d041660,6,0
1279,Zm00001d015226,5,1
1280,Zm00001d038954,1,0
1281,Zm00001d031734,2,0
1282,Zm00001d048728,3,0
1283,Zm00001d004559,4,0
1284,Zm00001d042811,5,0
1285,Zm00001d008841,7,0
1286,Zm00001d013611,3,0
1287,Zm00001d031315,5,0
1288,Zm00001d002085,5,0
1289,Zm00001d001879,6,1
1290,Zm00001d044345,5,0
1291,Zm00001d017666,4,0
1292,Zm00001d044426,7,0
1293,Zm00001d038280,3,0
1294,Zm00001d035963,6,0
1295,Zm00001d053705,2,0
1296,Zm00001d017209,4,0
1297,Zm00001d030172,4,0
1298,Zm00001d027999,8,0
1299,Zm00001d033412,7,1
1300,Zm00001d034365,3,0
1301,Zm00001d006244,1,0
1302,Zm00001d036234,5,0
1303,Zm00001d010727,6,0
1304,Zm00001d018214,6,0
1305,Zm00001d051908,8,0
1306,Zm00001d025171,4,0
1307,Zm00001d027925,3,1
1308,Zm00001d032485,5,0
1309,Zm00001d007175,5,0
1310,Zm00001d028953,3,0
1311,Zm00001d018331,4,0
1312,Zm00001d014650,5,0
1313,Zm00001d052318,4,0
1314,Zm00001d008872,7,1
1315,Zm00001d002599,6,0
1316,Zm00001d021420,4,0
1317,Zm00001d043432,7,0
1318,Zm00001d047353,6,0
1319,Zm00001d028867,4,0
1320,Zm00001d025522,1,0
1321,Zm00001d001828,6,0
1322,Zm00001d014081,5,0
1323,Zm00001d031697,2,1
1324,Zm00001d017354,2,0
1325,Zm00001d053151,4,1
1326,Zm00001d048270,1,0
1327,Zm00001d035308,3,0
1328,Zm00001d012968,3,1
1329,Zm00001d029172,3,0
1330,Zm00001d012216,3,0
1331,Zm00001d036322,6,0
1332,Zm00001d017243,5,1
1333,Zm00001d041842,2,0
1334,Zm00001d002200,4,1
1335,Zm00001d002143,4,1
1336,Zm00001d039245,5,1
1337,Zm00001d044726,1,1
1338,Zm00001d028999,5,1
1339,Zm00001d011614,5,1
1340,Zm00001d019994,7,0
1341,Zm00001d053293,4,0
1342,Zm00001d033054,3,0
1343,Zm00001d019492,3,0
1344,Zm00001d051018,8,1
1345,Zm00001d031129,4,0
1346,Zm00001d003499,3,0
1347,Zm00001d039735,3,0
1348,Zm00001d049169,6,0
1349,Zm00001d022593,5,0
1350,Zm00001d005894,3,0
1351,Zm00001d028930,5,1
1352,Zm00001d020811,5,0
1353,Zm00001d036750,4,0
1354,Zm00001d018930,6,1
1355,Zm00001d013162,8,0
1356,Zm00001d044945,4,0
1357,Zm00001d010520,4,0
1358,Zm00001d018185,3,0
1359,Zm00001d021418,3,0
1360,Zm00001d036255,4,0
1361,Zm00001d003865,3,0
1362,Zm00001d007448,6,0
1363,Zm00001d034457,2,1
1364,Zm00001d016660,2,0
1365,Zm00001d040554,5,1
1366,Zm00001d013730,6,0
1367,Zm00001d010596,3,0
1368,Zm00001d020260,3,0
1369,Zm00001d032401,5,0
1370,Zm00001d034978,4,0
1371,Zm00001d030007,6,0
1372,Zm00001d003751,7,0
1373,Zm00001d025846,4,0
1374,Zm00001d043830,3,0
1375,Zm00001d005945,6,0
1376,Zm00001d027434,3,0
1377,Zm00001d009024,3,0
1378,Zm00001d052543,4,1
1379,Zm00001d015639,3,1
1380,Zm00001d046682,3,0
1381,Zm00001d050195,3,1
1382,Zm00001d045836,4,0
1383,Zm00001d043451,6,0
1384,Zm00001d037992,4,0
1385,Zm00001d016471,5,0
1386,Zm00001d043296,7,0
1387,Zm00001d039456,8,0
1388,Zm00001d007768,6,1
1389,Zm00001d034503,6,1
1390,Zm00001d005798,4,1
1391,Zm00001d026370,4,0
1392,Zm00001d002510,6,0
1393,Zm00001d048991,7,1
1394,Zm00001d009848,1,0
1395,Zm00001d039140,7,0
1396,Zm00001d023588,6,0
1397,Zm00001d007952,5,0
1398,Zm00001d014507,3,1
1399,Zm00001d004401,4,0
1400,Zm00001d040215,3,0
1401,Zm00001d020691,6,0
1402,Zm00001d052482,3,0
1403,Zm00001d053239,1,0
1404,Zm00001d050224,3,0
1405,Zm00001d026379,4,0
1406,Zm00001d049692,4,1
1407,Zm00001d015289,5,0
1408,Zm00001d052011,2,0
1409,Zm00001d010131,5,1
1410,Zm00001d047514,4,0
1411,Zm00001d005143,4,0
1412,Zm00001d040094,5,0
1413,Zm00001d008205,8,1
1414,Zm00001d032854,4,0
1415,Zm00001d041418,6,0
1416,Zm00001d035682,4,0
1417,Zm00001d035263,5,1
1418,Zm00001d007180,4,0
1419,Zm00001d024376,3,1
1420,Zm00001d035455,3,0
1421,Zm00001d007489,6,0
1422,Zm00001d032938,3,0
1423,Zm00001d046149,4,0
1424,Zm00001d041606,6,0
1425,Zm00001d015599,4,0
1426,Zm00001d029321,3,0
1427,Zm00001d037005,5,0
1428,Zm00001d017077,4,0
1429,Zm00001d049156,4,0
1430,Zm00001d037165,5,1
1431,Zm00001d017462,3,1
1432,Zm00001d028273,3,0
1433,Zm00001d042922,2,0
1434,Zm00001d040733,4,0
1435,Zm00001d003669,3,0
1436,Zm00001d003434,3,0
1437,Zm00001d049223,4,1
1438,Zm00001d009465,7,0
1439,Zm00001d031635,6,0
1440,Zm00001d038262,6,0
1441,Zm00001d039032,5,1
1442,Zm00001d010662,5,0
1443,Zm00001d047424,4,0
1444,Zm00001d010385,5,0
1445,Zm00001d045210,4,0
1446,Zm00001d016136,3,0
1447,Zm00001d032194,8,1
1448,Zm00001d018819,5,0
1449,Zm00001d048142,6,0
1450,Zm00001d034077,6,0
1451,Zm00001d007047,5,0
1452,Zm00001d012321,5,0
1453,Zm00001d019712,4,1
1454,Zm00001d043984,4,0
1455,Zm00001d034433,4,1
1456,Zm00001d029087,4,0
1457,Zm00001d044538,8,1
1458,Zm00001d024047,7,0
1459,Zm00001d041684,4,0
1460,Zm00001d029543,1,0
1461,Zm00001d028219,4,0
1462,Zm00001d004841,5,0
1463,Zm00001d036536,3,1
1464,Zm00001d014667,3,0
1465,Zm00001d047472,4,0
1466,Zm00001d029558,3,0
1467,Zm00001d002175,4,0
1468,Zm00001d028577,5,0
1469,Zm00001d052905,1,1
1470,Zm00001d042907,3,1
1471,Zm00001d032570,7,0
1472,Zm00001d039648,3,0
1473,Zm00001d010504,1,0
1474,Zm00001d048027,3,0
1475,Zm00001d031693,3,0
1476,Zm00001d008869,3,1
1477,Zm00001d021729,3,0
1478,Zm00001d051672,6,0
1479,Zm00001d019266,6,0
1480,Zm00001d011051,3,0
1481,Zm00001d022254,4,0
1482,Zm00001d022420,4,0
1483,Zm00001d026240,8,1
1484,Zm00001d002429,8,1
1485,Zm00001d037849,3,0
1486,Zm00001d052804,4,1
1487,Zm00001d003102,3,0
1488,Zm00001d020418,6,0
1489,Zm00001d015513,5,0
1490,Zm00001d028941,5,0
1491,Zm00001d022424,5,1
1492,Zm00001d046136,6,0
1493,Zm00001d042821,7,1
1494,Zm00001d012330,7,1
1495,Zm00001d033610,1,1
1496,Zm00001d042373,6,1
1497,Zm00001d027471,3,0
1498,Zm00001d032888,4,0
1499,Zm00001d013263,4,0
1500,Zm00001d036638,5,1
1501,Zm00001d032468,4,0
1502,Zm00001d012544,5,1
1503,Zm00001d045397,5,0
1504,Zm00001d033466,7,1
1505,Zm00001d013625,7,1
1506,Zm00001d002576,3,0
1507,Zm00001d043344,3,0
1508,Zm00001d022277,3,0
1509,Zm00001d044828,6,0
1510,Zm00001d038894,4,0
1511,Zm00001d031261,7,0
1512,Zm00001d053913,1,0
1513,Zm00001d004676,4,0
1514,Zm00001d029884,6,1
1515,Zm00001d011902,6,0
1516,Zm00001d021018,1,0
1517,Zm00001d027463,6,0
1518,Zm00001d042725,1,0
1519,Zm00001d049133,6,0
1520,Zm00001d039714,3,0
1521,Zm00001d014673,1,0
1522,Zm00001d034318,6,0
1523,Zm00001d052682,4,0
1524,Zm00001d039694,3,1
1525,Zm00001d016520,4,1
1526,Zm00001d041382,3,0
1527,Zm00001d030690,4,0
1528,Zm00001d050897,1,1
1529,Zm00001d016957,8,1
1530,Zm00001d002760,5,1
1531,Zm00001d002015,5,0
1532,Zm00001d042665,3,1
1533,Zm00001d044662,3,1
1534,Zm00001d039459,5,1
1535,Zm00001d012728,6,0
1536,Zm00001d007898,3,0
1537,Zm00001d026649,3,0
1538,Zm00001d027622,5,0
1539,Zm00001d044784,6,0
1540,Zm00001d053859,3,1
1541,Zm00001d017927,4,0
1542,Zm00001d024291,4,0
1543,Zm00001d017419,3,0
1544,Zm00001d026447,3,1
1545,Zm00001d004664,5,0
1546,Zm00001d039991,3,0
1547,Zm00001d025964,5,1
1548,Zm00001d029366,5,0
1549,Zm00001d040034,4,0
1550,Zm00001d046385,2,0
1551,Zm00001d048953,4,0
1552,Zm00001d021278,1,1
1553,Zm00001d019983,4,0
1554,Zm00001d022445,7,0
1555,Zm00001d024843,5,0
1556,Zm00001d034495,3,0
1557,Zm00001d028840,6,0
1558,Zm00001d017684,3,0
1559,Zm00001d046485,6,0
1560,Zm00001d002496,4,0
1561,Zm00001d038135,8,0
1562,Zm00001d043470,7,1
1563,Zm00001d040249,6,0
1564,Zm00001d038320,5,1
1565,Zm00001d017777,4,0
1566,Zm00001d033794,7,0
1567,Zm00001d040075,6,0
1568,Zm00001d024532,6,1
1569,Zm00001d040157,4,0
1570,Zm00001d005082,6,0
1571,Zm00001d017279,4,0
1572,Zm00001d032295,3,1
1573,Zm00001d033222,3,0
1574,Zm00001d029325,6,0
1575,Zm00001d008604,4,0
1576,Zm00001d028625,1,1
1577,Zm00001d011769,6,0
1578,Zm00001d010812,5,1
1579,Zm00001d035028,4,0
1580,Zm00001d030348,3,0
1581,Zm00001d027853,7,0
1582,Zm00001d047458,5,0
1583,Zm00001d006145,5,0
1584,Zm00001d046599,1,0
1585,Zm00001d032654,3,0
1586,Zm00001d031759,6,1
1587,Zm00001d028537,6,1
1588,Zm00001d019536,1,1
1589,Zm00001d022534,1,0
1590,Zm00001d045130,3,0
1591,Zm00001d008925,3,0
1592,Zm00001d004006,4,0
1593,Zm00001d029970,6,0
1594,Zm00001d047055,3,0
1595,Zm00001d002035,6,0
1596,Zm00001d025576,5,0
1597,Zm00001d049135,6,1
1598,Zm00001d005790,7,0
1599,Zm00001d020926,3,0
1600,Zm00001d012594,3,0
1601,Zm00001d043741,5,0
1602,Zm00001d039301,4,0
1603,Zm00001d003064,5,1
1604,Zm00001d027533,5,0
1605,Zm00001d030177,5,0
1606,Zm00001d024995,3,0
1607,Zm00001d041836,7,0
1608,Zm00001d042493,4,0
1609,Zm00001d032866,4,0
1610,Zm00001d030698,6,0
1611,Zm00001d034212,8,1
1612,Zm00001d004754,5,0
1613,Zm00001d020020,1,1
1614,Zm00001d046534,7,0
1615,Zm00001d002642,3,0
1616,Zm00001d019422,3,0
1617,Zm00001d026014,6,0
1618,Zm00001d042376,3,0
1619,Zm00001d018488,1,0
1620,Zm00001d027330,7,0
1621,Zm00001d047837,4,0
1622,Zm00001d039854,1,0
1623,Zm00001d028806,3,0
1624,Zm00001d042966,1,0
1625,Zm00001d022564,6,0
1626,Zm00001d012707,4,0
1627,Zm00001d042933,5,1
1628,Zm00001d036197,5,0
1629,Zm00001d037362,1,0
1630,Zm00001d008816,4,0
1631,Zm00001d029892,4,0
1632,Zm00001d051892,3,0
1633,Zm00001d047209,4,1
1634,Zm00001d025590,6,0
1635,Zm00001d010175,5,1
1636,Zm00001d045783,1,0
1637,Zm00001d013489,2,0
1638,Zm00001d045558,4,0
1639,Zm00001d039116,5,1
1640,Zm00001d029499,7,0
1641,Zm00001d014458,4,0
1642,Zm00001d007258,8,0
1643,Zm00001d044146,4,0
1644,Zm00001d053612,5,0
1645,Zm00001d005909,6,0
1646,Zm00001d052069,3,1
1647,Zm00001d006944,4,0
1648,Zm00001d044018,4,0
1649,Zm00001d013056,1,0
1650,Zm00001d050860,4,0
1651,Zm00001d008899,7,0
1652,Zm00001d004925,1,0
1653,Zm00001d051896,3,0
1654,Zm00001d045088,4,0
1655,Zm00001d017908,6,1
1656,Zm00001d027855,6,1
1657,Zm00001d012553,1,1
1658,Zm00001d046221,1,0
1659,Zm00001d044546,4,1
1660,Zm00001d020804,4,1
1661,Zm00001d048893,7,0
1662,Zm00001d002573,3,1
1663,Zm00001d053727,4,0
1664,Zm00001d042127,3,1
1665,Zm00001d005843,6,1
1666,Zm00001d025953,4,1
1667,Zm00001d052231,8,0
1668,Zm00001d043491,3,1
1669,Zm00001d045884,5,0
1670,Zm00001d005485,4,0
1671,Zm00001d028361,3,1
1672,Zm00001d047976,3,1
1673,Zm00001d034706,6,0
1674,Zm00001d017728,3,0
1675,Zm00001d051891,4,1
1676,Zm00001d028919,7,1
1677,Zm00001d035171,3,0
1678,Zm00001d042096,3,0
1679,Zm00001d053181,3,0
1680,Zm00001d018614,3,0
1681,Zm00001d035835,6,1
1682,Zm00001d021580,4,0
1683,Zm00001d015246,1,0
1684,Zm00001d033063,6,0
1685,Zm00001d011210,8,0
1686,Zm00001d027411,7,0
1687,Zm00001d020450,1,0
1688,Zm00001d020429,5,0
1689,Zm00001d037387,8,0
1690,Zm00001d047939,7,0
1691,Zm00001d028170,3,0
1692,Zm00001d052944,4,0
1693,Zm00001d017292,6,0
1694,Zm00001d020954,2,1
1695,Zm00001d012277,4,0
1696,Zm00001d006878,4,0
1697,Zm00001d043861,1,0
1698,Zm00001d047542,2,0
1699,Zm00001d008285,7,0
1700,Zm00001d022440,4,1
1701,Zm00001d021453,6,0
1702,Zm00001d035753,5,0
1703,Zm00001d029617,5,0
1704,Zm00001d001843,3,0
1705,Zm00001d020018,7,0
1706,Zm00001d024904,6,0
1707,Zm00001d032900,7,0
1708,Zm00001d004443,5,0
1709,Zm00001d049995,5,0
1710,Zm00001d016755,4,1
1711,Zm00001d035962,2,0
1712,Zm00001d039362,6,0
1713,Zm00001d027383,6,0
1714,Zm00001d046246,4,1
1715,Zm00001d034194,4,0
1716,Zm00001d045036,2,0
1717,Zm00001d013232,4,1
1718,Zm00001d038696,5,0
1719,Zm00001d037289,6,0
1720,Zm00001d027929,3,1
1721,Zm00001d039146,3,0
1722,Zm00001d025864,3,1
1723,Zm00001d044744,3,0
1724,Zm00001d053965,3,0
1725,Zm00001d052209,5,0
1726,Zm00001d040730,4,0
1727,Zm00001d034422,1,0
1728,Zm00001d024665,5,0
1729,Zm00001d049940,5,0
1730,Zm00001d043018,3,0
1731,Zm00001d010262,1,0
1732,Zm00001d040190,3,0
1733,Zm00001d041818,4,1
1734,Zm00001d016632,5,1
1735,Zm00001d003319,5,0
1736,Zm00001d009372,4,0
1737,Zm00001d041678,4,0
1738,Zm00001d040649,5,0
1739,Zm00001d025017,2,0
1740,Zm00001d022442,6,1
1741,Zm00001d051043,6,0
1742,Zm00001d018940,7,0
1743,Zm00001d020967,3,0
1744,Zm00001d027313,7,0
1745,Zm00001d042738,3,0
1746,Zm00001d043512,5,0
1747,Zm00001d021489,6,0
1748,Zm00001d008529,4,0
1749,Zm00001d042713,6,0
1750,Zm00001d016664,5,0
1751,Zm00001d025767,5,0
1752,Zm00001d023592,4,0
1753,Zm00001d020560,6,0
1754,Zm00001d027520,4,0
1755,Zm00001d028838,5,0
1756,Zm00001d048407,3,0
1757,Zm00001d013406,4,0
1758,Zm00001d042183,4,0
1759,Zm00001d054057,5,0
1760,Zm00001d002019,4,0
1761,Zm00001d020741,3,0
1762,Zm00001d018178,5,1
1763,Zm00001d049521,3,0
1764,Zm00001d014250,5,1
1765,Zm00001d045084,1,0
1766,Zm00001d006951,6,0
1767,Zm00001d040465,6,0
1768,Zm00001d034026,6,0
1769,Zm00001d030691,1,0
1770,Zm00001d011167,1,0
1771,Zm00001d031967,4,0
1772,Zm00001d033385,5,0
1773,Zm00001d011217,3,0
1774,Zm00001d052684,7,0
1775,Zm00001d014253,5,1
1776,Zm00001d039394,5,0
1777,Zm00001d024867,4,0
1778,Zm00001d008600,3,0
1779,Zm00001d050433,1,0
1780,Zm00001d001763,3,0
1781,Zm00001d021086,8,0
1782,Zm00001d009716,6,0
1783,Zm00001d007901,3,0
1784,Zm00001d052288,6,1
1785,Zm00001d003368,6,0
1786,Zm00001d044088,6,0
1787,Zm00001d006473,6,0
1788,Zm00001d037708,5,0
1789,Zm00001d011734,3,0
1790,Zm00001d031412,4,0
1791,Zm00001d044940,4,1
1792,Zm00001d037170,7,1
1793,Zm00001d026591,6,0
1794,Zm00001d036351,6,0
1795,Zm00001d052640,3,0
1796,Zm00001d036543,4,0
1797,Zm00001d050893,4,1
1798,Zm00001d040361,6,0
1799,Zm00001d015900,6,0
1800,Zm00001d043520,6,0
1801,Zm00001d009647,5,0
1802,Zm00001d016764,3,0
1803,Zm00001d027624,4,0
1804,Zm00001d028230,3,0
1805,Zm00001d019669,4,0
1806,Zm00001d018716,3,0
1807,Zm00001d042328,3,0
1808,Zm00001d050723,4,0
