V1,V2,
Zm00001d049928,1,0
Zm00001d033976,5,0
Zm00001d005315,5,0
Zm00001d031278,6,0
Zm00001d022151,2,0
Zm00001d052661,3,0
Zm00001d003950,4,0
Zm00001d045220,6,0
Zm00001d033874,4,0
Zm00001d007872,6,0
Zm00001d041201,5,0
Zm00001d050831,3,0
Zm00001d051620,7,0
Zm00001d039446,2,0
Zm00001d024762,5,0
Zm00001d037429,6,0
Zm00001d040614,5,0
Zm00001d033231,2,0
Zm00001d010290,6,0
Zm00001d031266,3,1
Zm00001d038288,7,1
Zm00001d048789,5,0
Zm00001d024268,8,1
Zm00001d002072,8,0
Zm00001d037245,8,0
Zm00001d007394,2,0
Zm00001d025134,1,0
Zm00001d014315,4,0
Zm00001d014685,2,0
Zm00001d009171,7,0
Zm00001d045125,3,0
Zm00001d005971,3,0
Zm00001d005751,5,0
Zm00001d013250,2,0
Zm00001d052380,2,1
Zm00001d005609,8,0
Zm00001d020537,4,0
Zm00001d028184,1,0
Zm00001d044243,5,0
Zm00001d011543,6,0
Zm00001d031412,5,0
Zm00001d031662,3,1
Zm00001d024225,1,0
Zm00001d050023,4,1
Zm00001d023629,4,0
Zm00001d002000,5,0
Zm00001d013982,8,0
Zm00001d038060,2,0
Zm00001d004705,8,0
Zm00001d015239,4,0
Zm00001d007477,2,0
Zm00001d023332,1,1
Zm00001d037909,7,0
Zm00001d027870,3,1
Zm00001d044801,3,0
Zm00001d026402,4,0
Zm00001d035136,4,0
Zm00001d010271,7,0
Zm00001d050899,8,0
Zm00001d020204,1,0
Zm00001d007130,3,0
Zm00001d018407,6,0
Zm00001d035214,8,0
Zm00001d008455,2,0
Zm00001d028297,2,1
Zm00001d047999,3,1
Zm00001d012972,6,0
Zm00001d052210,4,0
Zm00001d020495,8,1
Zm00001d022437,8,1
Zm00001d018908,6,0
Zm00001d019719,2,0
Zm00001d023288,3,0
Zm00001d010248,6,0
Zm00001d036451,5,0
Zm00001d023655,8,0
Zm00001d015064,2,0
Zm00001d029102,6,0
Zm00001d028160,2,0
Zm00001d014499,8,0
Zm00001d017206,4,0
Zm00001d049258,6,0
Zm00001d017696,8,0
Zm00001d033787,4,0
Zm00001d026588,1,0
Zm00001d011958,5,0
Zm00001d003755,1,1
Zm00001d001977,1,0
Zm00001d021119,2,0
Zm00001d042487,1,0
Zm00001d018289,5,0
Zm00001d010634,5,1
Zm00001d040839,5,0
Zm00001d027375,4,0
Zm00001d013844,3,0
Zm00001d034546,5,0
Zm00001d034995,5,0
Zm00001d011218,4,0
Zm00001d003228,3,0
Zm00001d002759,6,0
Zm00001d039011,6,0
Zm00001d051899,3,0
Zm00001d026298,5,0
Zm00001d045884,8,0
Zm00001d030373,1,0
Zm00001d049295,2,1
Zm00001d039120,2,0
Zm00001d040010,4,0
Zm00001d005705,2,0
Zm00001d020738,5,0
Zm00001d027800,1,0
Zm00001d028952,5,0
Zm00001d022017,2,0
Zm00001d046132,8,0
Zm00001d044121,2,0
Zm00001d003009,6,0
Zm00001d028409,4,0
Zm00001d008425,2,0
Zm00001d004934,2,0
Zm00001d035481,8,0
Zm00001d022264,3,0
Zm00001d046921,3,0
Zm00001d027239,8,0
Zm00001d039046,2,0
Zm00001d050018,4,1
Zm00001d028024,7,0
Zm00001d028770,5,0
Zm00001d036790,2,1
Zm00001d010927,2,0
Zm00001d048718,2,0
Zm00001d033412,7,1
Zm00001d032563,7,0
Zm00001d027461,3,1
Zm00001d048319,3,0
Zm00001d039477,4,0
Zm00001d006828,3,0
Zm00001d012505,7,1
Zm00001d041416,3,0
Zm00001d012836,5,0
Zm00001d042608,4,0
Zm00001d052981,2,0
Zm00001d006022,8,1
Zm00001d051223,8,0
Zm00001d002965,5,0
Zm00001d053049,5,0
Zm00001d008736,1,0
Zm00001d040214,7,0
Zm00001d008210,5,0
Zm00001d029711,3,1
Zm00001d043516,2,0
Zm00001d037455,2,0
Zm00001d052945,2,0
Zm00001d002677,3,0
Zm00001d037724,7,0
Zm00001d002085,8,0
Zm00001d034867,1,0
Zm00001d037334,8,1
Zm00001d004357,1,0
Zm00001d009000,1,0
Zm00001d030990,2,0
Zm00001d024531,3,0
Zm00001d034514,8,0
Zm00001d031531,2,0
Zm00001d013192,3,0
Zm00001d003195,5,1
Zm00001d023874,1,0
Zm00001d047801,7,0
Zm00001d027349,4,0
Zm00001d048065,5,0
Zm00001d020585,2,0
Zm00001d019039,4,0
Zm00001d053643,8,0
Zm00001d005431,1,0
Zm00001d048503,5,0
Zm00001d041539,3,0
Zm00001d022316,1,0
Zm00001d006471,8,0
Zm00001d010858,1,0
Zm00001d031529,1,0
Zm00001d014366,3,0
Zm00001d029948,2,0
Zm00001d011217,3,0
Zm00001d016358,8,0
Zm00001d030021,2,0
Zm00001d035308,3,0
Zm00001d033989,2,0
Zm00001d014141,2,0
Zm00001d005684,8,0
Zm00001d043267,5,0
Zm00001d019553,1,0
Zm00001d002878,1,0
Zm00001d020748,3,0
Zm00001d038448,7,0
Zm00001d025951,5,0
Zm00001d042376,6,0
Zm00001d012339,4,0
Zm00001d032029,2,0
Zm00001d045478,6,0
Zm00001d014458,3,0
Zm00001d051216,3,1
Zm00001d003006,7,0
Zm00001d044307,2,0
Zm00001d034858,5,0
Zm00001d013109,7,0
Zm00001d017528,3,0
Zm00001d001832,8,0
Zm00001d003718,2,0
Zm00001d015375,6,0
Zm00001d045304,3,0
Zm00001d029681,7,0
Zm00001d037274,2,1
Zm00001d010841,2,0
Zm00001d013794,3,0
Zm00001d003200,7,0
Zm00001d024866,5,0
Zm00001d041491,4,1
Zm00001d032578,5,1
Zm00001d015917,5,0
Zm00001d045231,6,1
Zm00001d043125,6,0
Zm00001d053845,5,0
Zm00001d038742,2,0
Zm00001d033543,5,0
Zm00001d001812,5,0
Zm00001d039267,7,1
Zm00001d038651,7,0
Zm00001d028221,4,0
Zm00001d007155,5,0
Zm00001d038135,3,0
Zm00001d031942,1,0
Zm00001d017671,8,0
Zm00001d028806,8,0
Zm00001d035016,8,0
Zm00001d052230,2,0
Zm00001d013745,2,0
Zm00001d045615,3,0
Zm00001d031625,8,1
Zm00001d053251,1,0
Zm00001d007830,5,0
Zm00001d002342,5,0
Zm00001d046112,5,0
Zm00001d044285,5,0
Zm00001d012520,5,0
Zm00001d011363,5,0
Zm00001d026308,3,0
Zm00001d046866,8,0
Zm00001d030969,6,1
Zm00001d023738,6,0
Zm00001d044043,5,0
Zm00001d037052,4,0
Zm00001d029046,6,0
Zm00001d032670,2,0
Zm00001d032179,8,1
Zm00001d008546,1,1
Zm00001d007585,1,0
Zm00001d015799,5,0
Zm00001d032740,8,0
Zm00001d049133,6,0
Zm00001d001835,5,0
Zm00001d008245,1,0
Zm00001d028577,7,0
Zm00001d034013,1,0
Zm00001d009413,5,0
Zm00001d033730,3,0
Zm00001d042541,5,0
Zm00001d005748,6,0
Zm00001d020984,8,0
Zm00001d026398,5,1
Zm00001d021579,5,0
Zm00001d008808,5,1
Zm00001d027766,3,0
Zm00001d050942,1,0
Zm00001d030675,3,0
Zm00001d022049,2,0
Zm00001d047894,4,0
Zm00001d026131,3,0
Zm00001d007295,1,0
Zm00001d021831,1,1
Zm00001d033232,5,0
Zm00001d026414,8,0
Zm00001d007842,4,1
Zm00001d043149,4,0
Zm00001d020969,3,0
Zm00001d051906,2,0
Zm00001d015297,5,0
Zm00001d025171,1,0
Zm00001d023396,4,0
Zm00001d036692,2,1
Zm00001d024041,1,1
Zm00001d041983,1,1
Zm00001d014198,8,0
Zm00001d035876,1,0
Zm00001d009929,4,0
Zm00001d048229,4,1
Zm00001d008389,8,0
Zm00001d029185,3,0
Zm00001d032263,3,0
Zm00001d029506,7,1
Zm00001d022072,3,0
Zm00001d002649,2,1
Zm00001d014128,3,0
Zm00001d023576,8,0
Zm00001d016031,3,0
Zm00001d025060,2,1
Zm00001d008360,2,0
Zm00001d012966,4,0
Zm00001d039424,5,1
Zm00001d010481,6,0
Zm00001d002642,4,0
Zm00001d048588,4,1
Zm00001d010504,1,0
Zm00001d047269,7,0
Zm00001d029530,1,0
Zm00001d002491,3,0
Zm00001d016930,5,0
Zm00001d052444,5,0
Zm00001d039185,2,1
Zm00001d030782,2,0
Zm00001d037968,8,0
Zm00001d013324,5,0
Zm00001d052189,8,0
Zm00001d038672,2,0
Zm00001d025734,1,0
Zm00001d028294,3,0
Zm00001d023481,1,0
Zm00001d006001,5,1
Zm00001d020955,5,0
Zm00001d005693,4,0
Zm00001d001941,1,0
Zm00001d053006,2,1
Zm00001d049191,1,0
Zm00001d003897,1,0
Zm00001d007468,2,0
Zm00001d017324,5,0
Zm00001d035200,4,0
Zm00001d041578,3,0
Zm00001d006269,2,0
Zm00001d022247,5,0
Zm00001d025472,4,1
Zm00001d039482,1,1
Zm00001d045261,3,0
Zm00001d045540,4,0
Zm00001d043840,2,0
Zm00001d051061,1,0
Zm00001d040606,4,0
Zm00001d020693,1,0
Zm00001d028889,3,0
Zm00001d050436,6,0
Zm00001d004621,5,0
Zm00001d029438,6,0
Zm00001d002929,2,1
Zm00001d033492,5,0
Zm00001d005355,1,0
Zm00001d009626,1,0
Zm00001d041395,1,1
Zm00001d036441,3,0
Zm00001d002198,1,0
Zm00001d031730,5,0
Zm00001d029488,1,0
Zm00001d032220,1,0
Zm00001d015394,2,1
Zm00001d025862,4,0
Zm00001d013164,7,1
Zm00001d014016,7,0
Zm00001d045606,4,0
Zm00001d002754,3,1
Zm00001d035651,3,1
Zm00001d029515,1,0
Zm00001d045556,4,0
Zm00001d051239,6,1
Zm00001d014284,4,0
Zm00001d034781,7,0
Zm00001d039283,5,0
Zm00001d037461,1,1
Zm00001d014732,1,0
Zm00001d022551,2,0
Zm00001d037377,1,0
Zm00001d046182,5,0
Zm00001d021584,1,0
Zm00001d021965,5,0
Zm00001d038657,8,0
Zm00001d046888,8,0
Zm00001d022179,7,0
Zm00001d051457,6,0
Zm00001d052818,3,0
Zm00001d001982,5,0
Zm00001d019145,2,0
Zm00001d039643,4,0
Zm00001d049360,1,0
Zm00001d048412,2,1
Zm00001d047482,2,0
Zm00001d006439,1,0
Zm00001d031577,7,0
Zm00001d032003,7,0
Zm00001d032464,8,0
Zm00001d049678,5,1
Zm00001d025590,2,0
Zm00001d040803,3,0
Zm00001d010957,4,0
Zm00001d047423,5,0
Zm00001d050483,1,0
Zm00001d035246,8,0
Zm00001d038304,5,0
Zm00001d041365,4,0
Zm00001d047797,5,0
Zm00001d013568,1,0
Zm00001d028693,8,0
Zm00001d052026,7,1
Zm00001d023843,8,0
Zm00001d012970,7,0
Zm00001d005503,6,0
Zm00001d005786,3,1
Zm00001d005671,2,0
Zm00001d031723,2,1
Zm00001d052010,3,0
Zm00001d009608,7,0
Zm00001d047110,1,0
Zm00001d023299,2,0
Zm00001d018882,3,0
Zm00001d050329,2,0
Zm00001d020136,7,1
Zm00001d035593,5,0
Zm00001d009103,4,1
Zm00001d037941,2,1
Zm00001d008412,1,0
Zm00001d010234,6,0
Zm00001d048969,2,0
Zm00001d046292,6,1
Zm00001d033456,6,0
Zm00001d034713,1,0
Zm00001d021278,5,1
Zm00001d042950,3,0
Zm00001d034382,7,0
Zm00001d046827,2,0
Zm00001d031273,6,0
Zm00001d054034,2,0
Zm00001d026567,1,0
Zm00001d018969,8,0
Zm00001d006590,3,0
Zm00001d020147,3,0
Zm00001d002096,3,0
Zm00001d037666,3,0
Zm00001d018406,7,0
Zm00001d039116,4,1
Zm00001d015434,6,0
Zm00001d006296,1,0
Zm00001d021667,3,0
Zm00001d040979,5,0
Zm00001d004222,1,0
Zm00001d034511,4,0
Zm00001d012732,2,0
Zm00001d034872,2,1
Zm00001d012963,3,1
Zm00001d016720,3,0
Zm00001d044355,2,1
Zm00001d047889,2,0
Zm00001d019075,1,0
Zm00001d006627,7,0
Zm00001d033039,2,0
Zm00001d037181,6,0
Zm00001d017807,3,0
Zm00001d043083,5,0
Zm00001d004553,6,0
Zm00001d030411,3,0
Zm00001d044266,1,0
Zm00001d017037,5,0
Zm00001d027875,6,0
Zm00001d052233,1,0
Zm00001d053932,6,0
Zm00001d004086,6,1
Zm00001d043312,1,0
Zm00001d017953,5,0
Zm00001d006853,8,0
Zm00001d011060,6,0
Zm00001d026158,3,1
Zm00001d010784,4,0
Zm00001d026483,2,0
Zm00001d048153,2,0
Zm00001d012851,1,0
Zm00001d052254,3,1
Zm00001d003308,2,0
Zm00001d004559,8,0
Zm00001d021690,3,0
Zm00001d047939,5,0
Zm00001d002725,8,0
Zm00001d046126,7,1
Zm00001d010838,4,0
Zm00001d029763,6,0
Zm00001d026386,1,0
Zm00001d007034,1,0
Zm00001d042717,7,1
Zm00001d012456,7,0
Zm00001d012203,2,0
Zm00001d012961,2,0
Zm00001d032728,2,0
Zm00001d053751,1,0
Zm00001d020348,1,0
Zm00001d008595,1,0
Zm00001d006841,3,0
Zm00001d044763,8,0
Zm00001d034277,8,1
Zm00001d037084,8,0
Zm00001d024572,7,0
Zm00001d021410,7,0
Zm00001d014826,2,0
Zm00001d034350,1,0
Zm00001d038327,1,0
Zm00001d043088,5,0
Zm00001d034679,2,0
Zm00001d052938,1,0
Zm00001d049764,8,0
Zm00001d009657,1,0
Zm00001d027324,8,0
Zm00001d052820,5,0
Zm00001d024403,4,0
Zm00001d028776,8,0
Zm00001d003631,6,0
Zm00001d031893,3,0
Zm00001d016306,8,0
Zm00001d038909,7,0
Zm00001d030624,4,0
Zm00001d047059,6,0
Zm00001d047763,3,0
Zm00001d001926,1,0
Zm00001d019759,4,0
Zm00001d054008,2,0
Zm00001d045118,3,0
Zm00001d051103,1,0
Zm00001d014029,2,0
Zm00001d022460,2,0
Zm00001d046148,5,0
Zm00001d012591,6,0
Zm00001d008178,5,0
Zm00001d039007,5,0
Zm00001d013364,4,0
Zm00001d044228,4,0
Zm00001d027890,5,0
Zm00001d021512,4,0
Zm00001d030916,2,0
Zm00001d047562,7,0
Zm00001d039678,2,0
Zm00001d022448,5,0
Zm00001d053228,1,0
Zm00001d035829,4,0
Zm00001d049800,2,1
Zm00001d033181,3,0
Zm00001d043145,4,0
Zm00001d028986,7,1
Zm00001d023434,5,0
Zm00001d036440,5,0
Zm00001d016075,6,0
Zm00001d053438,2,0
Zm00001d012647,1,0
Zm00001d018659,3,0
Zm00001d012703,6,1
Zm00001d044504,7,0
Zm00001d040201,5,0
Zm00001d039348,1,0
Zm00001d053372,6,0
Zm00001d030152,1,0
Zm00001d044193,5,0
Zm00001d021844,1,0
Zm00001d052845,2,0
Zm00001d042302,2,0
Zm00001d023836,6,0
Zm00001d033792,1,0
Zm00001d007951,5,0
Zm00001d053369,6,1
Zm00001d016052,6,1
Zm00001d034588,3,0
Zm00001d029140,1,0
Zm00001d052452,2,0
Zm00001d011886,8,0
Zm00001d010052,8,0
Zm00001d043800,5,0
Zm00001d051934,7,0
Zm00001d034944,7,0
Zm00001d021569,8,0
Zm00001d029975,2,0
Zm00001d046580,3,0
Zm00001d028096,6,0
Zm00001d028753,3,0
Zm00001d042840,5,0
Zm00001d043295,5,0
Zm00001d047780,1,0
Zm00001d041330,2,0
Zm00001d050048,5,0
Zm00001d015203,1,0
Zm00001d043779,1,0
Zm00001d044366,1,0
Zm00001d007117,4,0
Zm00001d039183,7,0
Zm00001d040519,7,0
Zm00001d048531,4,0
Zm00001d011073,5,0
Zm00001d009233,1,0
Zm00001d027370,5,0
Zm00001d016659,5,0
Zm00001d002406,6,0
Zm00001d005984,1,0
Zm00001d022517,8,1
Zm00001d010726,8,0
Zm00001d036091,3,0
Zm00001d046909,5,0
Zm00001d012720,5,0
Zm00001d003600,2,0
Zm00001d043101,4,0
Zm00001d043842,1,0
Zm00001d007714,8,0
Zm00001d007877,2,0
Zm00001d039681,2,0
Zm00001d046718,6,1
Zm00001d052660,4,0
Zm00001d028475,6,0
Zm00001d025816,2,0
Zm00001d034085,7,0
Zm00001d017397,5,0
Zm00001d038109,2,0
Zm00001d040426,1,1
Zm00001d022388,1,0
Zm00001d017379,8,0
Zm00001d013934,6,0
Zm00001d031100,8,0
Zm00001d030518,1,1
Zm00001d024677,1,0
Zm00001d017802,1,0
Zm00001d053290,4,0
Zm00001d053911,4,0
Zm00001d026296,2,0
Zm00001d040089,5,0
Zm00001d021745,2,0
Zm00001d039988,5,0
Zm00001d028017,5,1
Zm00001d042800,3,0
Zm00001d025207,1,0
Zm00001d003516,1,0
Zm00001d045535,2,0
Zm00001d046663,6,0
Zm00001d034137,4,0
Zm00001d018281,7,0
Zm00001d024170,7,0
Zm00001d032503,5,0
Zm00001d014462,2,0
Zm00001d042684,4,0
Zm00001d045605,4,0
Zm00001d037786,2,1
Zm00001d014689,2,0
Zm00001d027340,1,0
Zm00001d011846,5,0
Zm00001d039913,8,1
Zm00001d013786,3,0
Zm00001d029625,5,0
Zm00001d037272,2,0
Zm00001d053825,5,0
Zm00001d020697,6,0
Zm00001d034721,3,0
Zm00001d008820,5,0
Zm00001d001788,4,0
Zm00001d006165,6,1
Zm00001d038332,6,0
Zm00001d025720,2,1
Zm00001d026263,2,0
Zm00001d042116,7,0
Zm00001d052253,3,0
Zm00001d002166,1,0
Zm00001d028139,6,1
Zm00001d013303,3,0
Zm00001d042754,3,0
Zm00001d006279,5,0
Zm00001d040567,5,0
Zm00001d031532,2,0
Zm00001d017849,8,0
Zm00001d002545,1,1
Zm00001d042549,8,0
Zm00001d015231,2,0
Zm00001d033292,5,0
Zm00001d012562,3,0
Zm00001d024365,5,0
Zm00001d040153,1,0
Zm00001d008297,4,0
Zm00001d039444,6,0
Zm00001d011139,6,0
Zm00001d034719,1,0
Zm00001d008562,5,0
Zm00001d045458,3,0
Zm00001d047438,5,0
Zm00001d045487,2,0
Zm00001d004416,1,0
Zm00001d025788,5,0
Zm00001d019317,5,0
Zm00001d018416,2,1
Zm00001d020541,2,0
Zm00001d019501,3,0
Zm00001d011603,5,0
Zm00001d034638,1,0
Zm00001d044806,4,0
Zm00001d052239,5,0
Zm00001d034489,8,0
Zm00001d047259,4,0
Zm00001d022504,5,0
Zm00001d036777,5,0
Zm00001d040166,5,0
Zm00001d036300,2,0
Zm00001d043729,5,0
Zm00001d017536,5,0
Zm00001d017072,1,0
Zm00001d054089,6,0
Zm00001d028484,2,0
Zm00001d019698,8,0
Zm00001d020471,1,0
Zm00001d016664,8,0
Zm00001d012241,5,0
Zm00001d012212,6,0
Zm00001d025160,1,0
Zm00001d020384,3,1
Zm00001d039691,3,0
Zm00001d051938,8,0
Zm00001d018195,7,0
Zm00001d027894,5,0
Zm00001d025247,3,0
Zm00001d002432,2,0
Zm00001d050153,3,0
Zm00001d046915,5,0
Zm00001d015319,8,0
Zm00001d038688,2,0
Zm00001d028780,1,0
Zm00001d006097,3,0
Zm00001d026575,1,0
Zm00001d005664,6,0
Zm00001d033793,4,0
Zm00001d033777,2,0
Zm00001d034655,7,1
Zm00001d035978,3,0
Zm00001d027734,5,0
Zm00001d049741,3,0
Zm00001d051746,4,0
Zm00001d023604,2,0
Zm00001d009743,3,0
Zm00001d001848,1,0
Zm00001d010575,2,0
Zm00001d028188,1,0
Zm00001d003108,4,0
Zm00001d047025,5,1
Zm00001d020636,5,0
Zm00001d006749,2,0
Zm00001d039086,2,0
Zm00001d048288,1,0
Zm00001d036142,3,0
Zm00001d053738,8,0
Zm00001d007548,8,0
Zm00001d019669,5,0
Zm00001d003905,3,0
Zm00001d021659,5,0
Zm00001d037034,5,0
Zm00001d053544,5,0
Zm00001d009123,1,0
Zm00001d017837,5,0
Zm00001d001780,1,0
Zm00001d053642,2,0
Zm00001d020344,4,0
Zm00001d018006,3,0
Zm00001d044921,5,0
Zm00001d051807,4,0
Zm00001d028474,3,0
Zm00001d053293,8,0
Zm00001d037156,1,0
Zm00001d008411,2,0
Zm00001d035568,2,0
Zm00001d047125,3,0
Zm00001d002544,2,0
Zm00001d049095,1,0
Zm00001d033466,6,1
Zm00001d038123,4,0
Zm00001d030533,1,0
Zm00001d012161,1,0
Zm00001d039189,1,0
Zm00001d037830,4,0
Zm00001d046564,6,1
Zm00001d042765,3,0
Zm00001d042291,1,0
Zm00001d043984,3,0
Zm00001d032495,8,0
Zm00001d052785,2,0
Zm00001d021344,4,0
Zm00001d046981,8,1
Zm00001d049061,8,0
Zm00001d020524,1,0
Zm00001d038267,4,0
Zm00001d016550,5,0
Zm00001d017926,2,0
Zm00001d040169,2,0
Zm00001d039475,2,1
Zm00001d041063,8,0
Zm00001d035020,3,0
Zm00001d029850,3,0
Zm00001d046913,7,1
Zm00001d006010,3,0
Zm00001d024767,8,0
Zm00001d018017,6,0
Zm00001d044906,8,0
Zm00001d033910,4,0
Zm00001d009004,5,0
Zm00001d049581,4,1
Zm00001d053819,1,1
Zm00001d009152,5,0
Zm00001d018668,1,0
Zm00001d043683,2,0
Zm00001d016119,7,1
Zm00001d002543,2,0
Zm00001d047242,7,0
Zm00001d043588,2,0
Zm00001d039299,2,0
Zm00001d038693,3,1
Zm00001d040152,8,1
Zm00001d047392,2,0
Zm00001d032324,6,0
Zm00001d044864,6,0
Zm00001d008662,1,0
Zm00001d014773,1,0
Zm00001d052231,7,0
Zm00001d032194,2,1
Zm00001d038996,2,0
Zm00001d037984,3,0
Zm00001d043073,4,0
Zm00001d022130,7,0
Zm00001d032455,1,0
Zm00001d051130,5,0
Zm00001d018394,7,1
Zm00001d029934,6,1
Zm00001d016884,3,0
Zm00001d021728,1,0
Zm00001d010866,2,0
Zm00001d024708,2,0
Zm00001d034197,6,0
Zm00001d043994,8,0
Zm00001d038728,7,0
Zm00001d047293,5,0
Zm00001d033633,5,0
Zm00001d005594,8,0
Zm00001d048570,1,0
Zm00001d026111,2,0
Zm00001d028457,3,0
Zm00001d005080,8,0
Zm00001d003106,1,0
Zm00001d033230,2,0
Zm00001d023933,5,0
Zm00001d034501,8,0
Zm00001d013443,5,1
Zm00001d045495,5,0
Zm00001d008257,1,0
Zm00001d003066,7,0
Zm00001d009705,8,0
Zm00001d030004,6,0
Zm00001d031586,6,0
Zm00001d006593,3,0
Zm00001d039903,4,0
Zm00001d032148,8,0
Zm00001d024691,5,0
Zm00001d023779,8,0
Zm00001d006217,7,0
Zm00001d013555,2,1
Zm00001d010295,3,0
Zm00001d015969,5,0
Zm00001d028994,2,0
Zm00001d013146,3,0
Zm00001d050017,3,0
Zm00001d025853,8,0
Zm00001d047840,3,0
Zm00001d040215,8,0
Zm00001d025342,2,0
Zm00001d027652,3,0
Zm00001d023564,2,0
Zm00001d029266,1,0
Zm00001d019053,7,0
Zm00001d008236,1,0
Zm00001d044497,1,0
Zm00001d017865,4,0
Zm00001d028905,5,0
Zm00001d023496,3,0
Zm00001d003414,8,1
Zm00001d005782,8,0
Zm00001d016081,2,0
Zm00001d053067,5,0
Zm00001d020496,5,0
Zm00001d043740,7,0
Zm00001d037453,1,0
Zm00001d034935,4,0
Zm00001d037367,7,0
Zm00001d012223,1,0
Zm00001d023461,6,0
Zm00001d038302,1,0
Zm00001d006195,8,1
Zm00001d025129,8,0
Zm00001d006538,8,0
Zm00001d038918,1,0
Zm00001d037278,8,0
Zm00001d006286,3,0
Zm00001d029806,6,0
Zm00001d013230,8,0
Zm00001d039015,1,0
Zm00001d026243,4,0
Zm00001d020757,5,0
Zm00001d022463,1,0
Zm00001d005864,5,0
Zm00001d040124,4,0
Zm00001d022005,3,0
Zm00001d028958,1,0
Zm00001d025193,2,0
Zm00001d017638,5,0
Zm00001d028754,7,0
Zm00001d028265,1,1
Zm00001d019495,1,1
Zm00001d026072,5,0
Zm00001d039160,1,0
Zm00001d038884,6,0
Zm00001d007921,5,0
Zm00001d053513,7,0
Zm00001d012439,6,0
Zm00001d018337,6,0
Zm00001d036547,1,0
Zm00001d032961,1,0
Zm00001d013113,5,0
Zm00001d008923,8,0
Zm00001d023785,2,0
Zm00001d010808,4,0
Zm00001d019180,2,0
Zm00001d032042,1,0
Zm00001d017820,7,0
Zm00001d021948,5,0
Zm00001d002510,2,0
Zm00001d051336,5,0
Zm00001d026113,1,1
Zm00001d012415,3,0
Zm00001d042152,3,0
Zm00001d049694,4,0
Zm00001d023944,3,0
Zm00001d001838,4,1
Zm00001d034532,1,0
Zm00001d043022,2,0
Zm00001d011430,3,0
Zm00001d022500,6,1
Zm00001d008735,1,1
Zm00001d028204,2,0
Zm00001d022166,2,0
Zm00001d017377,5,0
Zm00001d036177,2,0
Zm00001d034486,4,0
Zm00001d035960,1,0
Zm00001d048737,2,0
Zm00001d043509,2,0
Zm00001d047005,4,0
Zm00001d046323,3,1
Zm00001d009618,3,0
Zm00001d024544,1,0
Zm00001d034036,1,0
Zm00001d014703,2,0
Zm00001d044566,8,0
Zm00001d012527,7,1
Zm00001d027901,7,1
Zm00001d051309,3,0
Zm00001d041056,1,1
Zm00001d043187,1,0
Zm00001d039437,3,1
Zm00001d049485,5,1
Zm00001d003370,7,0
Zm00001d003003,6,0
Zm00001d052188,4,0
Zm00001d016758,2,0
Zm00001d022527,1,0
Zm00001d042936,7,0
Zm00001d031423,5,0
Zm00001d043547,1,0
Zm00001d047340,3,0
Zm00001d023242,5,1
Zm00001d010465,3,0
Zm00001d015449,2,0
Zm00001d034125,4,0
Zm00001d017107,6,0
Zm00001d017146,2,0
Zm00001d041794,5,0
Zm00001d033559,4,0
Zm00001d044621,3,0
Zm00001d011051,8,0
Zm00001d026576,5,0
Zm00001d038547,4,0
Zm00001d021706,2,0
Zm00001d014583,5,0
Zm00001d021024,2,0
Zm00001d007503,2,0
Zm00001d019325,2,0
Zm00001d038784,8,0
Zm00001d039355,2,0
Zm00001d005766,8,0
Zm00001d053245,1,0
Zm00001d042864,4,1
Zm00001d033283,6,0
Zm00001d007186,7,0
Zm00001d012673,4,0
Zm00001d016929,1,0
Zm00001d005100,1,1
Zm00001d041515,1,0
Zm00001d043271,3,1
Zm00001d003584,5,0
Zm00001d047896,7,0
Zm00001d012580,5,0
Zm00001d001852,3,0
Zm00001d013703,2,0
Zm00001d028727,2,0
Zm00001d021534,2,0
Zm00001d041548,6,0
Zm00001d019866,7,0
Zm00001d047814,3,0
Zm00001d024475,1,0
Zm00001d009619,8,1
Zm00001d049502,6,0
Zm00001d033794,5,0
Zm00001d007157,5,0
Zm00001d017657,5,0
Zm00001d033924,5,0
Zm00001d009837,7,0
Zm00001d031691,7,0
Zm00001d031706,4,0
Zm00001d005445,1,0
Zm00001d044995,6,0
Zm00001d039408,6,0
Zm00001d036558,2,0
Zm00001d013090,2,0
Zm00001d050848,5,0
Zm00001d005789,2,0
Zm00001d042736,3,1
Zm00001d033797,8,0
Zm00001d029475,5,0
Zm00001d023941,8,0
Zm00001d036788,4,0
Zm00001d047403,4,0
Zm00001d018201,2,0
Zm00001d009500,2,0
Zm00001d048084,7,0
Zm00001d045084,1,0
Zm00001d039156,4,0
Zm00001d035872,4,0
Zm00001d030849,2,0
Zm00001d002343,8,0
Zm00001d006282,5,0
Zm00001d039006,8,1
Zm00001d024757,6,0
Zm00001d020307,3,0
Zm00001d011365,3,0
Zm00001d014609,1,0
Zm00001d038494,5,0
Zm00001d034480,8,0
Zm00001d024393,7,0
Zm00001d033988,5,0
Zm00001d017139,5,0
Zm00001d043536,3,0
Zm00001d008581,3,0
Zm00001d040066,5,0
Zm00001d033654,8,0
Zm00001d049162,3,0
Zm00001d002944,5,0
Zm00001d009773,7,1
Zm00001d049871,4,0
Zm00001d037342,3,0
Zm00001d047089,5,0
Zm00001d007197,5,0
Zm00001d019898,4,0
Zm00001d040857,1,0
Zm00001d045049,4,0
Zm00001d039154,5,0
Zm00001d003182,6,0
Zm00001d052961,8,0
Zm00001d042425,3,0
Zm00001d016477,8,0
Zm00001d034688,1,0
Zm00001d052206,7,0
Zm00001d024933,5,0
