V1,V2,
Zm00001d018872,6,0
Zm00001d012321,5,0
Zm00001d007496,5,0
Zm00001d041323,5,0
Zm00001d040665,2,0
Zm00001d017770,4,0
Zm00001d007835,3,0
Zm00001d034027,4,0
Zm00001d017836,4,0
Zm00001d002549,3,0
Zm00001d014073,1,0
Zm00001d034137,2,0
Zm00001d015703,6,0
Zm00001d028152,4,0
Zm00001d027500,4,0
Zm00001d043843,4,0
Zm00001d013911,4,0
Zm00001d052495,1,0
Zm00001d005065,4,0
Zm00001d003612,4,0
Zm00001d013080,4,0
Zm00001d032681,1,1
Zm00001d001946,6,0
Zm00001d035763,4,0
Zm00001d032610,4,0
Zm00001d020268,4,0
Zm00001d042144,4,0
Zm00001d016411,4,0
Zm00001d051479,4,0
Zm00001d039400,1,0
Zm00001d019311,4,0
Zm00001d027861,4,0
Zm00001d031878,4,0
Zm00001d002357,4,0
Zm00001d034600,6,0
Zm00001d002658,4,0
Zm00001d029091,4,0
Zm00001d036568,4,0
Zm00001d048825,4,0
Zm00001d049894,5,0
Zm00001d037305,6,0
Zm00001d039387,1,0
Zm00001d012127,5,0
Zm00001d024807,4,0
Zm00001d015791,4,0
Zm00001d016568,4,0
Zm00001d014953,5,0
Zm00001d040383,4,0
Zm00001d019230,6,1
Zm00001d042804,6,0
Zm00001d009510,4,0
Zm00001d051014,4,0
Zm00001d047256,4,0
Zm00001d018857,6,0
Zm00001d035168,5,0
Zm00001d035185,5,0
Zm00001d032031,1,0
Zm00001d044379,4,0
Zm00001d042191,5,0
Zm00001d013258,4,1
Zm00001d002159,1,0
Zm00001d004841,4,0
Zm00001d039620,1,0
Zm00001d024924,5,0
Zm00001d007184,5,0
Zm00001d004300,4,0
Zm00001d039372,1,0
Zm00001d005205,4,0
Zm00001d031729,6,0
Zm00001d052958,4,0
Zm00001d040161,1,0
Zm00001d045041,7,0
Zm00001d013362,5,0
Zm00001d049954,2,0
Zm00001d049222,5,0
Zm00001d013146,7,0
Zm00001d034893,5,0
Zm00001d016198,6,0
Zm00001d051214,4,0
Zm00001d011784,4,0
Zm00001d040364,4,0
Zm00001d041383,4,0
Zm00001d052720,5,0
Zm00001d011569,7,0
Zm00001d027743,5,0
Zm00001d012173,1,0
Zm00001d040222,4,0
Zm00001d020639,1,0
Zm00001d023431,2,0
Zm00001d015029,5,0
Zm00001d041822,4,0
Zm00001d013830,4,0
Zm00001d017169,4,0
Zm00001d046531,5,0
Zm00001d028022,5,0
Zm00001d036717,6,0
Zm00001d006578,4,1
Zm00001d043606,4,0
Zm00001d012146,4,0
Zm00001d006036,1,0
Zm00001d027846,2,1
Zm00001d039274,5,0
Zm00001d005732,2,0
Zm00001d011992,1,0
Zm00001d047618,4,0
Zm00001d045553,1,0
Zm00001d042885,4,0
Zm00001d010918,6,0
Zm00001d024814,6,1
Zm00001d041405,4,0
Zm00001d019181,4,0
Zm00001d022017,4,0
Zm00001d017784,1,1
Zm00001d043906,5,0
Zm00001d032225,4,0
Zm00001d017493,6,0
Zm00001d009907,5,0
Zm00001d032357,1,0
Zm00001d017529,6,0
Zm00001d016662,4,0
Zm00001d038311,6,1
Zm00001d035492,4,1
Zm00001d030026,3,0
Zm00001d011945,4,0
Zm00001d029852,4,0
Zm00001d011597,1,1
Zm00001d046246,4,1
Zm00001d011532,7,0
Zm00001d011953,2,1
Zm00001d022565,4,1
Zm00001d046682,7,0
Zm00001d040733,5,0
Zm00001d039251,4,0
Zm00001d005803,1,0
Zm00001d023887,1,0
Zm00001d052028,4,0
Zm00001d052333,4,0
Zm00001d018041,5,0
Zm00001d041714,5,0
Zm00001d046145,4,0
Zm00001d034428,4,0
Zm00001d026000,7,0
Zm00001d017780,4,0
Zm00001d042609,4,1
Zm00001d028249,4,0
Zm00001d008602,5,1
Zm00001d030593,4,0
Zm00001d030638,4,0
Zm00001d027667,4,0
Zm00001d021790,6,1
Zm00001d028974,5,1
Zm00001d048590,4,1
Zm00001d019697,3,0
Zm00001d043837,4,0
Zm00001d003589,3,0
Zm00001d042315,5,1
Zm00001d009161,4,0
Zm00001d043479,5,0
Zm00001d013179,4,0
Zm00001d043948,4,0
Zm00001d047239,4,1
Zm00001d011159,7,0
Zm00001d044021,5,0
Zm00001d023439,7,0
Zm00001d053548,5,0
Zm00001d015549,1,1
Zm00001d031734,4,0
Zm00001d043325,6,0
Zm00001d052885,1,0
Zm00001d040235,4,0
Zm00001d012764,4,0
Zm00001d013839,2,0
Zm00001d029567,6,0
Zm00001d028490,2,0
Zm00001d041352,5,0
Zm00001d045269,1,0
Zm00001d039638,5,0
Zm00001d006194,2,0
Zm00001d043187,4,0
Zm00001d043390,4,0
Zm00001d008515,4,0
Zm00001d003938,4,0
Zm00001d039425,4,0
Zm00001d048903,4,0
Zm00001d047481,4,0
Zm00001d038203,1,0
Zm00001d035457,5,1
Zm00001d031849,4,0
Zm00001d029165,2,1
Zm00001d052177,5,0
Zm00001d038971,4,0
Zm00001d002534,4,0
Zm00001d049815,1,0
Zm00001d033130,4,0
Zm00001d025025,4,0
Zm00001d051573,3,1
Zm00001d017862,5,0
Zm00001d048222,5,0
Zm00001d014848,5,0
Zm00001d011904,6,0
Zm00001d051511,2,1
Zm00001d022268,2,0
Zm00001d033575,4,0
Zm00001d024470,5,0
Zm00001d046865,5,0
Zm00001d011831,4,0
Zm00001d024027,4,0
Zm00001d017826,4,0
Zm00001d043813,4,0
Zm00001d049708,7,0
Zm00001d050406,4,0
Zm00001d020659,5,0
Zm00001d035443,4,0
Zm00001d014727,5,0
Zm00001d014391,5,0
Zm00001d011444,4,0
Zm00001d043229,4,0
Zm00001d015921,5,0
Zm00001d021871,5,0
Zm00001d029699,4,0
Zm00001d030031,4,0
Zm00001d008268,5,0
Zm00001d030020,4,0
Zm00001d046568,4,1
Zm00001d017121,6,0
Zm00001d049761,4,0
Zm00001d021249,4,0
Zm00001d009740,1,0
Zm00001d013268,5,0
Zm00001d043113,5,0
Zm00001d052111,1,0
Zm00001d008376,4,0
Zm00001d029455,5,0
Zm00001d033484,5,0
Zm00001d042510,6,0
Zm00001d048511,5,0
