V1,V2,
Zm00001d003104,5,0
Zm00001d020178,4,0
Zm00001d045576,1,0
Zm00001d051899,5,0
Zm00001d042243,6,0
Zm00001d031323,3,0
Zm00001d011790,4,0
Zm00001d017374,6,0
Zm00001d013307,3,1
Zm00001d005632,3,0
Zm00001d032838,5,1
Zm00001d053067,1,0
Zm00001d018776,3,1
Zm00001d012128,4,1
Zm00001d009539,4,0
Zm00001d037733,6,0
Zm00001d036439,5,0
Zm00001d041719,3,0
Zm00001d011710,5,0
Zm00001d052628,5,0
Zm00001d017830,3,0
Zm00001d048307,5,0
Zm00001d032981,1,0
Zm00001d039331,3,0
Zm00001d015203,3,0
Zm00001d053925,5,0
Zm00001d045394,6,0
Zm00001d032400,5,0
Zm00001d038861,3,1
Zm00001d013099,6,0
Zm00001d012522,6,0
Zm00001d018988,3,0
Zm00001d014906,3,0
Zm00001d019263,4,0
Zm00001d003545,5,0
Zm00001d019925,6,0
Zm00001d037744,4,0
Zm00001d048342,1,0
Zm00001d042892,6,1
Zm00001d013323,3,0
Zm00001d034411,7,0
Zm00001d007501,5,0
Zm00001d013494,5,0
Zm00001d044460,1,0
Zm00001d042389,3,0
Zm00001d038832,4,0
Zm00001d048344,5,0
Zm00001d013536,1,0
Zm00001d008764,6,0
Zm00001d028183,4,0
Zm00001d041857,3,0
Zm00001d031134,3,0
Zm00001d037114,1,0
Zm00001d033273,1,0
Zm00001d020781,1,0
Zm00001d007162,5,0
Zm00001d052520,5,0
Zm00001d033684,4,0
Zm00001d002326,2,0
Zm00001d051746,1,0
Zm00001d031790,5,1
Zm00001d039827,5,0
Zm00001d051670,7,0
Zm00001d053739,7,0
Zm00001d007103,3,0
Zm00001d020929,3,0
Zm00001d022376,6,0
Zm00001d025247,5,0
Zm00001d022092,6,0
Zm00001d021898,3,0
Zm00001d015627,3,0
Zm00001d053968,3,0
Zm00001d038647,3,0
Zm00001d008812,5,1
Zm00001d021821,5,0
Zm00001d014493,6,0
Zm00001d026492,4,0
Zm00001d034705,5,0
Zm00001d002798,5,0
Zm00001d018388,5,0
Zm00001d014278,3,0
Zm00001d013201,4,0
Zm00001d017653,5,0
Zm00001d023552,7,0
Zm00001d002869,3,0
Zm00001d003607,1,0
Zm00001d043018,5,0
Zm00001d025993,1,0
Zm00001d028947,1,0
Zm00001d023425,1,0
Zm00001d040748,4,0
Zm00001d003847,1,0
Zm00001d003118,7,0
Zm00001d021748,7,1
Zm00001d016180,7,0
Zm00001d020708,3,0
Zm00001d012882,1,0
Zm00001d024625,1,0
Zm00001d010870,6,0
Zm00001d028140,7,0
Zm00001d054031,6,0
Zm00001d010390,2,0
Zm00001d016342,5,0
Zm00001d012204,5,0
Zm00001d032740,1,0
Zm00001d038022,3,0
Zm00001d046519,7,1
Zm00001d017699,6,0
Zm00001d039640,7,0
Zm00001d024534,3,1
Zm00001d020696,3,0
Zm00001d049625,1,1
Zm00001d053818,6,0
Zm00001d047998,3,0
Zm00001d023737,1,0
Zm00001d002029,1,1
Zm00001d015397,6,0
Zm00001d006001,1,1
Zm00001d018014,3,0
Zm00001d005978,5,0
Zm00001d033965,3,1
Zm00001d051387,5,1
Zm00001d043413,3,0
Zm00001d049138,7,0
Zm00001d028348,1,0
Zm00001d022277,5,0
Zm00001d032609,4,0
Zm00001d028829,1,0
Zm00001d044806,1,0
Zm00001d039971,4,0
Zm00001d047726,2,0
Zm00001d019905,3,0
Zm00001d036951,6,0
Zm00001d048961,7,0
Zm00001d051981,6,1
Zm00001d028780,5,0
Zm00001d016502,5,0
Zm00001d021192,1,0
Zm00001d049224,1,0
Zm00001d037291,3,0
Zm00001d028450,5,0
Zm00001d026510,5,0
Zm00001d012662,1,0
Zm00001d023987,4,0
Zm00001d052661,5,0
Zm00001d011461,1,0
Zm00001d019850,1,0
Zm00001d003937,3,0
Zm00001d031434,5,0
Zm00001d020930,5,0
Zm00001d038793,6,0
Zm00001d025082,1,0
Zm00001d052354,3,0
Zm00001d044022,6,0
Zm00001d014587,4,0
Zm00001d017837,5,0
Zm00001d014557,1,0
Zm00001d006883,6,0
Zm00001d018531,7,0
Zm00001d006650,5,0
Zm00001d012015,6,1
Zm00001d040461,6,0
Zm00001d029888,1,0
Zm00001d034166,3,0
Zm00001d054032,6,0
Zm00001d013983,4,0
Zm00001d015064,3,0
Zm00001d013053,5,0
Zm00001d001946,5,0
Zm00001d005951,5,1
Zm00001d003186,6,0
Zm00001d031527,3,0
Zm00001d047981,2,0
Zm00001d051174,1,0
Zm00001d034594,3,0
Zm00001d004091,3,0
Zm00001d037935,6,0
Zm00001d007477,3,0
Zm00001d054037,3,0
Zm00001d039991,5,0
Zm00001d045581,4,1
Zm00001d022504,4,0
Zm00001d002035,1,0
Zm00001d028686,6,0
Zm00001d049648,3,0
Zm00001d015893,3,0
Zm00001d054044,1,0
Zm00001d028241,1,0
Zm00001d045655,3,0
Zm00001d011199,3,0
Zm00001d041871,3,0
Zm00001d002730,5,0
Zm00001d014705,4,1
Zm00001d052030,3,0
Zm00001d021071,4,0
Zm00001d006091,5,1
Zm00001d008782,5,0
Zm00001d033995,1,0
Zm00001d046383,1,0
Zm00001d032560,5,0
Zm00001d028728,4,0
Zm00001d051900,4,0
Zm00001d022390,1,0
Zm00001d039612,4,1
Zm00001d017072,4,0
Zm00001d005317,1,0
Zm00001d002071,6,0
Zm00001d027519,1,0
Zm00001d028687,7,0
Zm00001d033065,1,0
Zm00001d031808,1,0
Zm00001d023620,5,0
Zm00001d026345,3,0
Zm00001d031813,6,0
Zm00001d023480,6,0
Zm00001d016826,1,0
Zm00001d042468,3,0
Zm00001d040312,3,0
Zm00001d051415,2,0
Zm00001d011398,5,0
Zm00001d007129,1,0
Zm00001d041064,4,0
Zm00001d013625,1,1
Zm00001d020773,1,0
Zm00001d041685,5,0
Zm00001d018158,6,1
Zm00001d041075,5,0
Zm00001d008808,6,1
Zm00001d029454,4,0
Zm00001d021668,3,0
Zm00001d046429,7,0
Zm00001d029122,5,0
Zm00001d044136,1,0
Zm00001d002707,6,0
Zm00001d024704,3,0
Zm00001d045698,4,0
Zm00001d029314,1,0
Zm00001d011330,3,0
Zm00001d035041,4,0
Zm00001d015293,4,0
Zm00001d031201,1,0
Zm00001d008591,5,0
Zm00001d032933,1,0
Zm00001d038300,1,0
Zm00001d052390,6,1
Zm00001d010758,3,1
Zm00001d028730,3,0
Zm00001d018795,3,0
Zm00001d028184,7,0
Zm00001d053888,7,0
Zm00001d050116,3,0
Zm00001d003464,3,0
Zm00001d020791,5,0
Zm00001d036536,5,1
Zm00001d035789,3,0
Zm00001d006170,6,1
Zm00001d016918,4,0
Zm00001d039475,4,1
Zm00001d026200,6,0
Zm00001d022084,2,0
Zm00001d015375,5,0
Zm00001d011431,1,0
Zm00001d014344,4,0
Zm00001d016457,6,1
Zm00001d037181,5,0
Zm00001d032532,6,0
Zm00001d022301,4,0
Zm00001d033645,3,0
Zm00001d020614,6,1
Zm00001d053617,5,0
Zm00001d037757,5,0
Zm00001d052075,4,0
Zm00001d022252,4,0
Zm00001d006078,5,0
Zm00001d049824,1,1
Zm00001d013304,6,0
Zm00001d019142,5,0
Zm00001d042917,5,1
Zm00001d025872,5,0
Zm00001d029142,3,0
Zm00001d005489,4,0
Zm00001d038056,1,0
Zm00001d027709,3,1
Zm00001d038807,3,0
Zm00001d012302,5,0
Zm00001d045447,5,0
Zm00001d053272,3,0
Zm00001d011796,3,0
Zm00001d051440,5,0
Zm00001d031636,1,0
Zm00001d012745,7,0
Zm00001d027436,1,0
Zm00001d042049,1,0
Zm00001d047039,6,0
Zm00001d036467,1,0
Zm00001d025664,6,1
Zm00001d010490,4,0
Zm00001d001905,5,0
Zm00001d020543,3,0
Zm00001d005193,6,0
Zm00001d013210,6,0
Zm00001d002731,5,1
Zm00001d003245,5,0
Zm00001d032520,3,0
Zm00001d005696,3,0
Zm00001d052859,4,0
Zm00001d027296,3,0
Zm00001d052853,4,0
Zm00001d029716,1,0
Zm00001d024425,4,0
Zm00001d040302,4,1
Zm00001d039871,3,0
Zm00001d030133,4,0
Zm00001d020627,1,0
Zm00001d013488,3,0
Zm00001d039444,5,0
Zm00001d017649,5,0
Zm00001d052306,3,0
Zm00001d025105,5,0
Zm00001d006464,5,0
Zm00001d043864,5,0
Zm00001d037165,5,1
Zm00001d007830,1,0
Zm00001d015301,7,0
Zm00001d031273,5,0
Zm00001d030509,4,0
Zm00001d019240,3,0
Zm00001d020556,1,0
Zm00001d039528,4,0
Zm00001d033776,4,0
Zm00001d011543,6,0
Zm00001d021242,1,0
Zm00001d021636,3,1
Zm00001d048722,5,0
Zm00001d007765,5,0
Zm00001d043185,3,0
Zm00001d044972,3,0
Zm00001d043093,4,0
Zm00001d040503,4,0
Zm00001d003866,1,0
Zm00001d005707,3,0
Zm00001d019956,1,0
Zm00001d028512,3,0
Zm00001d031847,4,0
Zm00001d013825,6,0
Zm00001d042045,3,0
Zm00001d045605,4,0
Zm00001d042884,4,0
Zm00001d011789,1,0
Zm00001d053196,6,0
Zm00001d045475,4,0
Zm00001d034068,6,0
Zm00001d044950,6,0
Zm00001d037626,3,0
Zm00001d030542,4,0
Zm00001d010225,3,0
Zm00001d039506,4,1
Zm00001d049038,4,0
Zm00001d016765,3,0
Zm00001d028625,1,1
Zm00001d011486,1,0
Zm00001d052595,1,0
Zm00001d021026,6,0
Zm00001d046888,5,0
Zm00001d028787,3,0
Zm00001d003829,5,0
Zm00001d002159,5,0
Zm00001d046535,5,0
Zm00001d040805,1,0
Zm00001d029680,6,0
Zm00001d050092,5,0
Zm00001d025887,6,0
Zm00001d009566,5,0
Zm00001d038804,4,0
Zm00001d007091,5,0
Zm00001d021830,4,0
Zm00001d018967,5,1
Zm00001d023248,5,1
Zm00001d025715,4,0
Zm00001d008734,5,1
Zm00001d015485,3,1
Zm00001d009555,4,0
Zm00001d002499,4,0
Zm00001d051480,5,1
Zm00001d021876,5,0
Zm00001d046986,5,0
Zm00001d052009,3,0
Zm00001d020272,6,0
Zm00001d033210,3,0
Zm00001d021511,4,0
Zm00001d014029,1,0
Zm00001d028784,5,0
Zm00001d021544,5,0
Zm00001d014526,4,0
Zm00001d036494,4,1
Zm00001d022042,4,0
Zm00001d028826,6,0
Zm00001d050372,4,0
Zm00001d017261,4,0
Zm00001d050190,5,0
Zm00001d042864,1,1
Zm00001d012970,4,0
Zm00001d010785,1,1
Zm00001d026037,6,0
Zm00001d039647,1,0
Zm00001d002330,3,0
Zm00001d029920,6,0
Zm00001d029983,1,0
Zm00001d027969,4,0
Zm00001d042132,3,0
Zm00001d028368,3,0
Zm00001d006763,3,0
Zm00001d022481,4,0
Zm00001d013940,3,0
Zm00001d022630,1,0
Zm00001d021181,4,0
Zm00001d025281,5,1
Zm00001d012333,5,0
Zm00001d040819,5,0
Zm00001d051932,1,0
Zm00001d046583,4,0
Zm00001d003645,5,1
Zm00001d012969,3,0
Zm00001d050917,3,0
Zm00001d051995,3,0
Zm00001d009116,1,0
Zm00001d015394,1,1
Zm00001d012159,4,0
Zm00001d035157,6,0
Zm00001d032155,5,0
Zm00001d049727,6,0
Zm00001d035741,4,0
Zm00001d011507,5,0
Zm00001d003062,1,0
Zm00001d032663,5,0
Zm00001d015092,1,0
Zm00001d029138,4,0
Zm00001d005127,4,0
Zm00001d038925,1,0
Zm00001d033742,3,0
Zm00001d044944,3,0
Zm00001d020021,3,0
Zm00001d033368,4,0
Zm00001d041343,6,0
Zm00001d011283,3,0
Zm00001d028385,4,0
Zm00001d035044,4,0
Zm00001d003425,5,0
Zm00001d003281,1,0
Zm00001d020535,1,0
Zm00001d002000,1,0
Zm00001d007573,3,0
Zm00001d050132,6,0
Zm00001d011378,6,0
Zm00001d052081,3,1
Zm00001d022560,3,0
Zm00001d041580,6,1
Zm00001d048316,5,0
Zm00001d033283,5,0
Zm00001d032078,3,0
Zm00001d045911,3,0
Zm00001d051314,1,0
Zm00001d010814,6,0
Zm00001d024327,4,0
Zm00001d013241,3,0
Zm00001d047208,6,0
Zm00001d013465,5,1
Zm00001d014385,4,0
Zm00001d038764,6,0
Zm00001d010872,5,0
Zm00001d003671,5,0
Zm00001d006250,3,0
Zm00001d005981,4,0
Zm00001d014947,1,0
Zm00001d017045,3,0
Zm00001d025861,6,1
Zm00001d003052,6,1
Zm00001d001978,4,0
Zm00001d006704,3,0
Zm00001d037769,5,1
Zm00001d014243,5,0
Zm00001d039222,4,1
Zm00001d043360,7,0
Zm00001d028705,5,0
Zm00001d034893,3,0
Zm00001d044632,5,0
Zm00001d051102,1,0
Zm00001d018541,3,0
Zm00001d028391,5,0
Zm00001d039510,5,1
Zm00001d034722,5,0
Zm00001d003412,1,1
Zm00001d040650,1,0
Zm00001d003406,1,0
Zm00001d006758,4,0
Zm00001d029028,6,0
Zm00001d008843,5,0
Zm00001d012664,5,0
Zm00001d034469,5,0
Zm00001d051576,3,0
Zm00001d020595,7,1
Zm00001d051362,1,0
Zm00001d030083,5,0
Zm00001d017817,5,0
Zm00001d011499,6,1
Zm00001d022459,6,0
Zm00001d017294,6,0
Zm00001d042554,3,0
Zm00001d021641,3,0
Zm00001d017157,4,0
Zm00001d024523,4,0
Zm00001d010722,5,0
Zm00001d028416,6,0
Zm00001d025807,6,0
Zm00001d028603,4,1
Zm00001d034521,1,0
Zm00001d038990,5,0
Zm00001d028662,3,0
Zm00001d007567,5,0
Zm00001d037724,6,0
Zm00001d032744,1,0
Zm00001d013781,1,0
Zm00001d050909,6,0
Zm00001d003889,5,0
Zm00001d014366,6,0
Zm00001d003311,5,0
Zm00001d051211,3,0
Zm00001d027950,4,0
Zm00001d018733,7,0
Zm00001d004164,1,0
Zm00001d025195,1,0
Zm00001d009674,5,1
Zm00001d043861,4,0
Zm00001d002826,6,0
Zm00001d003612,4,0
Zm00001d038552,6,0
Zm00001d020838,3,0
Zm00001d039967,3,0
Zm00001d009000,6,0
Zm00001d028481,4,0
Zm00001d032633,3,0
Zm00001d049242,6,0
Zm00001d042843,5,0
Zm00001d036454,4,0
Zm00001d046305,5,1
Zm00001d028423,1,0
Zm00001d021414,5,0
Zm00001d020358,5,0
Zm00001d044222,3,0
Zm00001d020461,3,0
Zm00001d022415,6,0
Zm00001d017145,7,0
Zm00001d025033,5,1
Zm00001d035132,5,0
Zm00001d005276,4,0
Zm00001d013253,3,0
Zm00001d027999,1,0
Zm00001d026608,2,0
Zm00001d037313,4,0
Zm00001d050907,3,0
Zm00001d034954,4,0
Zm00001d031222,6,0
Zm00001d022387,4,0
Zm00001d032667,3,0
Zm00001d002810,7,0
Zm00001d013412,1,1
Zm00001d015245,4,0
Zm00001d002186,3,0
Zm00001d014458,1,0
Zm00001d030357,4,0
Zm00001d012307,3,0
Zm00001d048615,5,0
Zm00001d050433,5,0
Zm00001d018989,1,0
Zm00001d012362,1,0
Zm00001d037610,1,0
Zm00001d016664,4,0
Zm00001d030644,7,1
Zm00001d002238,6,0
Zm00001d004416,1,0
Zm00001d042074,4,0
Zm00001d043800,6,0
Zm00001d021410,1,0
Zm00001d045094,5,0
Zm00001d034031,6,0
Zm00001d014109,4,0
Zm00001d033189,1,0
Zm00001d015459,6,0
Zm00001d045808,4,0
Zm00001d048059,3,1
Zm00001d010749,5,1
Zm00001d042706,3,0
Zm00001d005102,3,0
Zm00001d014446,4,0
Zm00001d048563,1,0
Zm00001d029303,4,0
Zm00001d029349,6,0
Zm00001d044395,6,0
Zm00001d053872,4,0
Zm00001d052981,1,0
Zm00001d003569,1,0
Zm00001d044037,1,0
Zm00001d011034,4,0
Zm00001d002718,1,1
Zm00001d043634,1,0
Zm00001d017176,5,1
Zm00001d012332,5,0
Zm00001d009960,5,0
Zm00001d034313,3,0
Zm00001d034111,3,0
Zm00001d043595,4,0
Zm00001d048208,6,1
Zm00001d002021,6,0
Zm00001d028827,3,0
Zm00001d045527,6,0
Zm00001d025793,3,0
Zm00001d049760,3,0
Zm00001d005348,4,0
Zm00001d006931,4,0
Zm00001d011253,7,0
Zm00001d015549,4,1
Zm00001d050583,5,1
Zm00001d034495,5,0
Zm00001d048575,4,0
Zm00001d012285,6,1
Zm00001d030940,1,0
Zm00001d011834,5,0
Zm00001d002960,5,0
Zm00001d030045,5,0
Zm00001d032672,5,0
Zm00001d005798,7,1
Zm00001d040188,1,0
Zm00001d028267,5,0
Zm00001d024633,4,0
Zm00001d038920,5,0
Zm00001d004138,1,0
Zm00001d013199,7,0
Zm00001d025629,1,0
Zm00001d028265,4,1
Zm00001d047174,4,0
Zm00001d037803,3,0
Zm00001d027323,5,0
Zm00001d052125,5,1
Zm00001d033391,5,0
Zm00001d010403,1,0
Zm00001d039304,4,0
Zm00001d048474,7,1
Zm00001d029208,5,0
Zm00001d040475,3,0
Zm00001d022269,3,0
Zm00001d047401,2,0
Zm00001d041708,4,0
Zm00001d032239,5,0
Zm00001d025468,3,0
Zm00001d035378,1,0
Zm00001d017118,3,0
Zm00001d038762,4,0
Zm00001d045668,5,0
Zm00001d018813,5,0
Zm00001d022102,5,0
Zm00001d017536,1,0
Zm00001d025711,1,0
Zm00001d019922,3,0
Zm00001d009683,4,0
Zm00001d005609,5,0
Zm00001d028987,6,0
Zm00001d038475,4,0
Zm00001d011403,6,1
Zm00001d013668,5,0
Zm00001d035346,7,0
Zm00001d037736,5,0
Zm00001d010995,4,0
Zm00001d043426,3,0
Zm00001d044828,5,0
Zm00001d033610,6,1
Zm00001d026158,5,1
Zm00001d021642,5,0
Zm00001d038610,5,0
Zm00001d028660,4,0
Zm00001d047531,1,0
Zm00001d043691,3,1
Zm00001d006916,4,0
Zm00001d051950,3,0
Zm00001d018907,4,0
Zm00001d051496,6,0
Zm00001d023283,3,0
Zm00001d041913,5,0
Zm00001d047712,5,0
Zm00001d010997,4,0
Zm00001d033860,3,0
Zm00001d017660,4,0
Zm00001d049940,5,0
Zm00001d005748,1,0
Zm00001d052962,6,0
Zm00001d048953,1,0
Zm00001d018235,5,1
Zm00001d025469,1,0
Zm00001d007657,5,0
Zm00001d038224,3,0
Zm00001d035608,3,0
Zm00001d020602,4,0
Zm00001d017954,4,0
Zm00001d022518,5,0
Zm00001d027477,3,0
Zm00001d045783,4,0
Zm00001d022240,3,0
Zm00001d044081,1,1
Zm00001d050824,1,0
Zm00001d003833,1,0
Zm00001d033205,5,0
Zm00001d044602,4,0
Zm00001d044864,5,0
Zm00001d048561,1,0
Zm00001d040445,5,0
Zm00001d008429,4,1
Zm00001d025233,1,1
Zm00001d028386,1,0
Zm00001d010481,5,0
Zm00001d033216,5,0
Zm00001d005905,5,0
Zm00001d014513,1,0
Zm00001d033159,3,0
Zm00001d052038,5,1
Zm00001d038117,5,0
Zm00001d043407,3,0
Zm00001d027326,6,0
Zm00001d051309,6,0
Zm00001d011483,3,0
Zm00001d010678,4,0
Zm00001d016653,5,0
Zm00001d037772,4,0
Zm00001d018525,4,0
Zm00001d006711,6,0
Zm00001d030999,1,0
Zm00001d020544,3,0
Zm00001d013442,4,0
Zm00001d045603,4,0
Zm00001d042361,5,0
Zm00001d015569,1,0
Zm00001d050184,1,0
Zm00001d027769,3,0
Zm00001d037632,6,0
Zm00001d042948,4,0
Zm00001d034510,4,0
Zm00001d022729,3,0
Zm00001d047159,5,0
Zm00001d043520,5,0
Zm00001d038532,5,0
Zm00001d039663,4,0
Zm00001d039046,3,0
Zm00001d047378,5,0
Zm00001d054069,5,0
Zm00001d026490,1,0
Zm00001d015389,3,0
Zm00001d012648,6,0
Zm00001d039631,1,0
Zm00001d003567,4,0
Zm00001d014765,1,1
Zm00001d022177,5,0
Zm00001d037768,5,0
Zm00001d032480,1,0
Zm00001d034030,3,0
Zm00001d010838,1,0
Zm00001d021584,4,0
Zm00001d013060,4,0
Zm00001d026390,5,0
Zm00001d046658,3,0
Zm00001d004925,4,0
Zm00001d044405,4,0
Zm00001d038680,5,0
Zm00001d050430,3,0
Zm00001d053649,3,0
Zm00001d013332,5,0
Zm00001d029046,4,0
Zm00001d022306,3,0
Zm00001d036430,5,0
Zm00001d035367,7,0
Zm00001d003213,1,0
Zm00001d041112,6,0
Zm00001d029365,5,0
Zm00001d039318,5,0
Zm00001d039825,6,0
Zm00001d033454,5,0
Zm00001d023535,6,1
Zm00001d014175,3,0
Zm00001d044927,1,0
Zm00001d031415,3,0
Zm00001d036044,3,0
Zm00001d037682,1,0
Zm00001d045568,5,0
Zm00001d037483,1,0
Zm00001d001843,2,0
Zm00001d005275,6,0
Zm00001d014862,4,0
Zm00001d005302,5,0
Zm00001d047612,3,0
Zm00001d029818,4,0
Zm00001d006710,4,0
Zm00001d019573,7,0
Zm00001d044780,3,0
Zm00001d020670,5,1
Zm00001d038829,4,0
Zm00001d038772,6,0
Zm00001d022245,6,0
Zm00001d025340,1,0
Zm00001d008911,6,0
Zm00001d027425,5,1
Zm00001d031441,5,1
Zm00001d036624,3,0
Zm00001d040057,6,0
Zm00001d013502,3,0
Zm00001d045044,4,1
Zm00001d043986,4,0
Zm00001d021628,6,0
Zm00001d043566,4,0
Zm00001d052777,5,0
Zm00001d025012,7,0
Zm00001d050107,5,0
Zm00001d028261,4,0
Zm00001d046148,5,0
Zm00001d046905,4,0
Zm00001d033480,3,0
Zm00001d022154,6,0
Zm00001d007184,3,0
Zm00001d036942,5,0
Zm00001d049165,7,1
Zm00001d006682,7,1
Zm00001d029811,3,0
Zm00001d052471,6,0
Zm00001d008788,4,0
Zm00001d011654,6,0
Zm00001d038916,4,0
Zm00001d006574,5,0
Zm00001d034610,3,0
Zm00001d040682,5,1
Zm00001d036222,4,0
Zm00001d023664,6,0
Zm00001d044621,5,0
Zm00001d033827,3,0
Zm00001d002851,5,0
Zm00001d002835,4,0
Zm00001d049872,3,0
Zm00001d003938,6,0
Zm00001d025414,5,0
Zm00001d017808,4,0
Zm00001d008777,4,0
Zm00001d017707,3,0
Zm00001d021051,4,0
Zm00001d013596,5,0
Zm00001d032688,1,0
Zm00001d038267,5,0
Zm00001d010957,5,0
Zm00001d018126,3,0
Zm00001d048430,4,0
Zm00001d033607,1,0
Zm00001d003301,6,0
Zm00001d043175,7,0
Zm00001d033633,6,0
Zm00001d013430,4,0
Zm00001d014204,3,0
Zm00001d020380,1,0
Zm00001d003902,4,0
Zm00001d023636,1,1
Zm00001d020609,6,0
Zm00001d006158,1,0
Zm00001d004383,3,0
Zm00001d053545,4,0
Zm00001d028229,3,0
Zm00001d042211,6,0
Zm00001d038270,1,1
Zm00001d021226,6,0
Zm00001d016730,6,0
Zm00001d020417,1,0
Zm00001d017124,3,0
Zm00001d040619,6,0
Zm00001d014100,1,0
Zm00001d052136,1,0
Zm00001d006358,3,0
Zm00001d042066,1,0
Zm00001d040672,2,0
Zm00001d018435,1,1
Zm00001d052433,1,0
Zm00001d033602,3,1
Zm00001d012610,5,0
Zm00001d037799,5,0
Zm00001d028154,6,0
Zm00001d033396,3,1
Zm00001d029711,6,1
Zm00001d037354,6,0
Zm00001d005628,5,0
Zm00001d039764,6,1
Zm00001d045027,3,0
Zm00001d048047,3,0
Zm00001d036834,1,0
Zm00001d032950,3,0
Zm00001d002781,4,0
Zm00001d038195,6,0
Zm00001d007360,5,0
Zm00001d041539,1,0
Zm00001d037829,5,0
Zm00001d044139,4,0
Zm00001d012047,1,0
Zm00001d002403,5,0
Zm00001d022432,1,0
Zm00001d007234,3,0
Zm00001d008595,1,0
Zm00001d001800,1,0
Zm00001d052018,6,1
Zm00001d013829,4,0
Zm00001d028207,5,0
Zm00001d033902,5,0
Zm00001d008241,2,0
Zm00001d003709,5,0
Zm00001d013109,6,0
Zm00001d053438,1,0
Zm00001d017532,5,0
Zm00001d052903,1,0
Zm00001d038993,6,0
Zm00001d021142,4,0
Zm00001d049469,7,0
Zm00001d044766,3,0
Zm00001d023933,5,0
Zm00001d026572,6,0
Zm00001d029197,5,1
Zm00001d027973,1,0
Zm00001d012472,5,0
Zm00001d002966,5,0
Zm00001d045465,5,0
Zm00001d051605,3,0
Zm00001d030834,1,0
Zm00001d053859,5,1
Zm00001d050920,4,0
Zm00001d042801,6,0
Zm00001d043687,1,1
Zm00001d010538,3,0
Zm00001d024715,7,0
Zm00001d043221,6,0
Zm00001d028806,6,0
Zm00001d014794,6,0
Zm00001d053124,1,1
Zm00001d038842,1,0
Zm00001d012718,3,0
Zm00001d049665,5,0
Zm00001d005080,1,0
Zm00001d023456,1,1
Zm00001d021082,7,0
Zm00001d013325,5,0
Zm00001d007446,7,0
Zm00001d041940,3,0
Zm00001d020530,5,0
Zm00001d020310,5,0
Zm00001d038594,4,0
Zm00001d023692,3,0
Zm00001d018017,5,0
Zm00001d036597,5,0
Zm00001d032399,3,0
Zm00001d022462,4,0
Zm00001d016866,4,0
Zm00001d045570,1,0
Zm00001d016306,6,0
Zm00001d024543,4,1
Zm00001d036400,5,1
Zm00001d010654,5,0
Zm00001d037388,3,0
Zm00001d017099,5,0
Zm00001d027992,6,0
Zm00001d013410,3,0
Zm00001d053841,3,1
Zm00001d036307,4,0
Zm00001d002066,5,0
Zm00001d045361,6,0
Zm00001d027878,5,1
Zm00001d047937,5,0
Zm00001d023300,3,0
Zm00001d033221,5,0
Zm00001d013744,1,0
Zm00001d036671,5,0
Zm00001d018366,4,0
Zm00001d033935,4,0
Zm00001d011023,6,0
Zm00001d035491,3,0
Zm00001d040126,5,0
Zm00001d036425,4,1
Zm00001d002669,1,0
Zm00001d005699,5,0
Zm00001d034126,1,0
Zm00001d034011,5,0
Zm00001d045763,4,0
Zm00001d011079,1,0
Zm00001d051653,6,0
Zm00001d033554,4,0
Zm00001d038122,5,0
Zm00001d026375,7,0
Zm00001d023895,3,0
Zm00001d021032,3,0
Zm00001d017657,6,0
Zm00001d016838,4,1
Zm00001d053667,3,0
Zm00001d032830,4,0
Zm00001d018447,5,0
Zm00001d028786,4,0
Zm00001d047774,1,0
Zm00001d047828,4,0
Zm00001d003268,3,0
Zm00001d028778,5,0
Zm00001d042148,1,0
Zm00001d035658,5,0
Zm00001d052308,4,0
Zm00001d017755,3,0
Zm00001d041381,6,0
Zm00001d047000,6,0
Zm00001d037958,5,0
Zm00001d009435,1,1
Zm00001d053150,3,0
Zm00001d052061,6,0
Zm00001d034615,5,0
Zm00001d037192,6,0
Zm00001d028953,1,0
Zm00001d028071,3,0
Zm00001d016182,5,0
Zm00001d043632,4,0
Zm00001d037318,5,0
Zm00001d035066,4,0
Zm00001d032656,3,0
Zm00001d022517,6,1
Zm00001d037245,5,0
Zm00001d045459,6,0
Zm00001d047339,7,1
Zm00001d006173,7,0
Zm00001d005757,1,1
Zm00001d041702,5,0
Zm00001d047976,5,1
Zm00001d043879,1,0
Zm00001d024187,6,0
Zm00001d030846,1,0
Zm00001d027335,1,1
Zm00001d006446,1,0
Zm00001d034493,3,0
Zm00001d002774,1,0
Zm00001d012625,6,0
Zm00001d036727,1,0
Zm00001d033525,3,0
Zm00001d028002,3,0
Zm00001d017651,3,0
Zm00001d034865,1,0
Zm00001d043026,1,0
Zm00001d005344,5,0
Zm00001d016080,7,0
Zm00001d018977,3,0
Zm00001d047694,6,0
Zm00001d034726,3,0
Zm00001d013086,4,0
Zm00001d034663,5,0
Zm00001d039590,3,0
Zm00001d013178,6,0
Zm00001d035953,4,0
Zm00001d017165,4,1
Zm00001d001909,3,0
Zm00001d014496,1,0
Zm00001d005312,1,0
Zm00001d001994,3,0
Zm00001d020827,2,0
Zm00001d002969,5,0
Zm00001d035592,1,0
Zm00001d042810,3,0
Zm00001d045026,4,1
Zm00001d022343,4,0
Zm00001d048074,4,0
Zm00001d048453,1,0
Zm00001d003129,6,0
Zm00001d034577,3,0
Zm00001d049709,4,0
Zm00001d001826,6,0
Zm00001d011122,4,0
Zm00001d041410,5,0
Zm00001d032503,5,0
